distance_km,city_share_pct,avg_speed_city,avg_speed_hwy,ac_on,persons_in_car,tire_pressure_bar,outside_temp_c,fuel_used_l
213.0,99.7,19.5,117.0,1,4,2.0,13.6,25.06
694.1,37.4,20.5,123.0,1,3,2.0,6.3,65.77
211.8,41.0,45.7,97.4,0,1,2.25,27.6,18.43
689.1,18.8,21.9,122.5,1,1,1.8,27.0,61.03
186.1,24.9,46.5,119.1,0,2,1.8,37.4,16.35
562.8,47.4,43.2,112.2,0,1,2.25,30.9,50.81
536.2,19.2,34.9,100.1,0,1,2.0,-5.0,46.07
366.6,50.2,28.2,86.2,1,2,2.2,12.5,35.8
61.2,7.2,20.7,114.3,0,5,2.0,24.3,5.05
205.2,17.8,28.0,115.9,1,2,2.2,1.2,18.38
225.9,65.3,21.5,108.2,1,4,2.0,6.8,24.08
168.1,52.9,24.4,86.5,1,5,2.25,11.9,17.68
366.6,67.3,25.5,111.3,1,4,1.8,30.0,40.07
657.3,55.1,44.8,115.5,1,3,2.0,37.8,66.28
201.0,55.7,25.4,112.7,1,3,2.25,20.2,20.01
406.8,55.2,31.5,92.4,0,4,2.25,39.7,39.75
432.4,21.2,32.1,108.7,0,1,1.8,37.0,37.11
599.8,93.5,21.6,97.9,1,1,1.8,9.6,66.13
247.7,62.6,27.2,99.3,1,5,2.0,32.0,26.56
674.0,77.4,48.3,85.2,1,3,2.0,24.3,72.45
280.6,31.2,21.2,127.5,0,1,2.25,14.5,23.85
326.2,24.2,49.4,99.0,1,4,2.25,22.2,30.08
23.0,28.6,24.7,120.4,1,2,2.25,36.5,1.97
217.0,58.2,23.3,87.6,1,2,1.8,32.4,22.22
388.8,56.5,32.0,113.0,0,2,1.8,13.4,37.54
342.9,48.3,45.6,113.1,0,2,2.25,12.7,31.37
129.1,40.5,28.0,118.3,0,3,2.0,13.3,11.76
241.1,54.9,43.5,127.6,1,2,2.2,6.9,23.89
61.4,37.4,46.1,105.1,0,4,1.8,-1.5,5.87
554.3,85.5,27.3,100.2,1,1,2.2,19.1,58.23
96.2,11.6,40.8,96.5,0,4,2.0,23.0,8.51
26.1,82.0,36.8,125.5,0,4,1.8,1.5,3.12
575.4,74.8,40.4,94.9,0,3,2.2,39.0,58.58
169.2,10.0,36.2,115.6,0,5,1.8,34.3,14.97
416.3,55.5,19.4,128.8,0,4,1.8,37.5,42.13
218.6,58.1,38.0,115.0,0,2,2.0,38.6,20.43
438.4,10.1,48.4,86.6,0,4,2.2,-8.1,38.11
233.1,90.4,22.9,110.5,0,5,1.8,1.3,27.43
437.3,49.9,49.0,99.6,0,3,1.8,-8.0,43.83
495.3,84.9,33.5,90.9,0,3,2.2,24.3,51.77
229.3,49.6,27.5,127.2,1,4,1.8,27.3,23.99
459.1,14.1,49.2,88.6,0,1,2.25,26.8,37.22
544.5,70.7,46.1,105.1,0,5,2.2,3.4,58.57
445.9,94.9,37.0,99.4,1,2,1.8,18.7,50.67
224.3,82.7,49.2,122.1,0,4,2.25,33.1,24.04
656.4,44.8,28.7,120.6,1,4,2.0,-2.3,67.26
569.6,9.0,18.9,113.5,0,4,1.8,-4.4,51.45
372.7,96.5,50.0,111.4,1,2,2.0,29.9,41.47
368.1,52.6,46.7,98.8,1,1,2.25,-3.8,36.39
429.5,91.7,22.4,128.0,0,2,2.25,-7.4,45.98
248.7,21.9,36.0,103.0,0,3,2.2,3.1,22.0
695.6,83.4,18.4,107.9,0,4,2.0,24.4,74.11
624.9,46.1,49.8,105.2,1,2,2.0,-3.0,61.99
459.0,36.0,47.0,114.6,1,5,1.8,22.0,46.3
408.3,48.7,33.7,95.8,1,1,1.8,37.0,39.56
314.5,43.8,49.2,103.2,1,5,2.0,36.5,31.98
258.5,24.7,20.0,111.7,0,5,1.8,28.4,23.88
154.9,40.8,23.3,95.6,0,2,1.8,10.7,14.66
334.3,43.8,20.5,129.0,0,1,2.2,-7.6,30.43
273.1,12.1,36.0,113.9,0,2,2.0,1.2,23.08
323.7,20.9,23.3,90.7,0,1,2.2,25.2,26.92
385.8,60.3,49.6,99.4,1,2,2.2,10.2,38.59
553.1,33.5,28.2,111.5,0,5,2.25,16.2,52.03
259.3,44.2,29.1,109.9,0,4,1.8,1.2,25.88
174.5,33.6,23.6,111.7,0,1,2.2,34.4,15.24
538.1,97.0,22.2,122.9,1,3,2.0,4.8,62.79
458.5,29.6,24.4,109.3,0,2,2.0,-4.3,41.19
654.2,32.9,39.9,95.6,1,3,2.0,29.6,61.46
422.4,41.0,30.0,129.3,0,5,2.2,31.9,40.23
70.1,38.0,42.0,110.7,0,4,1.8,25.6,6.67
254.7,36.2,19.0,128.5,1,4,1.8,22.5,25.36
408.4,46.0,24.4,98.7,1,4,2.0,28.8,40.62
615.9,55.3,47.7,97.4,0,1,1.8,37.4,58.52
198.4,17.1,26.3,95.8,1,2,2.25,10.2,17.26
412.4,55.5,27.2,119.1,0,1,2.25,38.0,38.19
699.1,69.0,41.0,94.7,0,2,2.2,39.0,68.4
299.4,16.6,28.0,127.9,1,5,2.0,-6.0,28.2
658.3,14.8,38.2,122.2,1,4,2.25,23.3,58.94
292.7,66.8,47.7,86.6,0,1,2.25,22.4,27.65
208.7,61.7,38.0,104.5,0,3,2.0,-9.3,21.31
42.0,39.7,43.9,115.8,1,4,2.25,38.1,4.15
145.5,8.7,33.6,98.3,0,2,2.25,-7.9,12.23
189.3,50.3,28.3,113.4,0,2,2.0,34.9,17.44
597.0,96.8,23.1,110.7,0,1,2.2,3.4,63.23
520.2,62.3,45.8,117.4,0,1,2.0,30.1,48.5
447.7,19.1,35.7,86.5,1,4,2.0,17.6,40.62
133.1,18.1,43.4,104.6,0,1,2.2,10.5,10.9
205.3,14.6,24.9,90.4,0,4,2.0,15.7,17.76
49.8,32.0,32.0,106.8,0,2,2.0,19.7,4.14
265.3,9.9,20.1,121.6,1,3,2.25,32.2,22.95
419.8,99.1,48.6,127.9,0,2,2.0,34.0,44.11
463.0,82.9,35.5,97.2,1,2,2.2,8.9,49.48
312.0,86.6,33.0,87.6,1,3,1.8,13.8,35.33
236.0,90.9,22.9,112.7,1,2,1.8,30.9,26.7
630.0,24.6,30.1,114.8,0,3,1.8,1.1,58.69
336.0,55.4,18.0,92.2,0,2,2.2,27.8,31.48
549.7,27.0,48.2,95.4,1,1,1.8,-5.6,51.78
623.4,80.8,36.3,86.0,0,2,2.0,16.3,62.76
386.7,61.5,29.2,86.6,1,2,2.25,16.1,38.65
436.7,64.0,45.3,96.6,1,2,2.0,34.3,44.08
16.6,83.9,47.0,120.4,1,2,2.0,24.3,1.81
164.2,79.4,20.2,101.1,1,1,2.0,-9.4,17.31
190.3,8.8,30.3,112.6,0,2,1.8,-1.5,16.38
114.0,82.9,49.1,110.9,0,1,1.8,10.4,11.72
388.3,53.8,32.0,97.4,0,3,2.0,0.2,38.31
224.0,19.8,28.9,88.3,1,2,2.25,34.5,20.05
124.2,70.3,44.7,92.5,1,2,2.2,-3.2,13.31
99.3,89.3,35.8,112.9,0,5,2.2,25.7,11.14
51.3,89.3,29.9,105.2,0,3,2.25,4.9,5.34
593.4,65.4,30.4,121.7,0,3,2.2,7.6,58.35
296.4,30.9,41.6,102.8,0,3,1.8,-0.3,27.98
556.6,58.1,18.5,118.3,1,3,2.2,1.1,58.51
111.8,65.1,19.8,85.5,1,4,1.8,10.7,12.25
236.2,48.2,29.0,97.0,1,5,2.25,34.3,24.5
129.0,71.2,25.3,109.7,0,2,2.0,21.6,12.41
568.7,7.3,29.7,96.3,1,2,1.8,22.6,49.2
509.8,26.3,46.8,102.9,1,1,2.0,19.3,44.99
340.2,58.6,21.5,98.9,1,5,1.8,27.5,37.01
187.7,25.3,40.7,98.1,1,1,2.2,-4.1,17.04
34.5,14.2,26.3,97.4,0,5,1.8,37.9,2.9
264.4,27.9,45.4,125.5,1,5,1.8,27.0,25.88
618.4,76.8,46.3,87.2,1,3,1.8,12.2,67.95
126.7,46.6,34.6,85.8,1,5,2.0,39.0,13.1
587.8,91.8,33.0,96.9,1,3,2.25,9.0,65.47
81.0,25.2,31.4,107.0,0,1,2.0,12.3,7.0
411.1,97.6,49.5,108.7,1,2,2.25,30.0,45.75
579.7,38.0,38.2,85.6,0,2,1.8,-0.3,55.07
691.4,30.8,31.0,121.2,0,3,2.2,22.2,61.73
101.7,64.4,20.1,104.4,0,1,2.2,13.4,9.8
287.6,81.7,20.1,120.2,0,5,2.2,-2.5,32.06
582.5,29.2,36.0,86.2,0,2,2.25,15.9,50.87
167.9,39.3,38.0,94.4,1,3,2.25,7.8,15.87
393.7,89.3,37.7,98.4,1,4,2.2,14.6,44.47
307.6,94.9,33.7,108.2,0,4,2.0,23.3,33.58
19.1,91.4,36.0,119.6,0,4,2.0,23.6,2.34
372.7,96.6,25.9,109.8,1,1,2.0,28.2,40.4
677.3,67.7,38.6,103.2,1,3,2.2,37.8,70.89
694.6,89.1,28.8,104.4,0,1,2.0,0.1,71.86
555.8,32.7,44.4,106.6,1,2,2.25,-7.7,52.44
164.3,5.0,38.6,127.5,0,5,2.2,8.8,13.83
273.3,70.8,22.0,99.9,1,5,2.2,-5.6,30.89
540.9,67.1,27.4,116.6,1,2,2.25,1.3,56.86
105.3,51.2,22.2,106.3,1,1,1.8,17.0,10.51
641.3,8.9,20.2,91.0,0,2,1.8,0.0,55.98
33.7,29.3,39.1,125.1,1,4,2.0,18.3,3.18
131.1,51.8,37.6,85.8,0,4,1.8,30.5,12.88
172.3,47.7,18.9,94.6,0,1,2.25,-3.9,15.78
415.5,77.5,41.0,116.3,1,5,2.25,11.9,46.88
577.0,25.8,28.4,109.9,0,4,1.8,14.4,53.16
658.0,91.7,45.1,126.1,1,4,2.25,35.9,75.2
504.8,61.6,47.0,110.2,1,2,2.25,-9.3,52.46
105.9,76.0,43.6,115.5,0,3,2.0,7.0,10.68
480.6,62.1,36.3,104.4,0,2,2.2,16.7,46.04
102.0,22.4,34.1,87.7,1,5,1.8,19.4,10.14
341.5,86.4,45.5,99.0,0,5,2.25,-9.9,38.35
202.6,45.9,22.1,92.3,1,2,1.8,22.1,20.05
278.5,12.8,25.2,88.9,0,2,2.0,36.7,22.87
651.8,31.6,45.6,87.3,1,3,1.8,11.6,62.47
474.0,8.0,30.0,86.8,1,3,2.2,38.2,40.75
474.0,53.3,33.9,102.5,1,1,2.0,4.9,46.86
511.8,21.4,28.5,118.8,0,2,2.25,34.3,43.71
82.9,56.3,34.0,120.0,1,2,2.0,19.1,7.9
37.3,53.0,27.0,101.8,0,4,2.0,22.2,3.82
512.4,10.0,37.6,114.0,0,2,2.25,26.2,42.05
84.6,50.6,29.2,98.0,0,4,2.0,-5.6,8.27
162.5,46.8,18.6,95.8,1,3,1.8,1.0,16.67
616.2,61.6,42.1,113.6,1,3,2.2,17.8,63.29
311.6,56.8,33.8,96.6,0,1,1.8,7.7,29.78
331.2,29.6,43.3,127.2,1,1,2.25,2.0,30.59
409.3,82.3,41.7,118.4,1,3,2.2,7.7,44.75
377.7,14.2,36.4,94.9,0,2,2.2,8.1,31.58
190.8,66.7,20.5,128.1,0,2,1.8,16.7,18.83
404.1,32.4,41.5,115.0,0,4,1.8,26.9,37.84
62.4,14.6,26.5,108.2,1,2,2.2,5.4,5.33
342.4,73.3,29.2,118.9,1,2,2.0,10.3,35.43
208.1,98.5,39.1,116.3,1,3,2.2,30.0,23.8
139.2,34.3,41.0,122.2,1,4,2.0,8.1,13.3
247.9,44.7,47.0,103.1,1,4,2.2,5.8,24.73
430.6,90.5,49.3,91.7,1,3,1.8,39.3,49.47
346.4,69.4,32.0,101.1,0,3,2.0,30.3,34.39
299.8,63.3,45.3,116.6,1,4,2.0,22.7,31.4
245.0,67.8,30.8,104.2,1,1,1.8,24.1,25.14
80.9,10.9,39.9,95.2,1,1,2.25,25.9,6.58
689.7,19.8,46.2,123.2,0,1,2.0,24.6,57.28
328.3,29.6,39.5,118.7,1,4,2.0,14.3,30.83
330.1,12.3,30.3,100.2,1,1,1.8,-2.5,29.56
19.8,6.2,39.8,103.6,1,2,2.0,-2.5,1.6
323.7,50.7,31.2,103.5,1,4,1.8,11.0,33.94
364.5,76.7,32.1,99.7,0,1,2.25,35.0,35.63
494.3,18.2,47.8,101.3,0,4,1.8,7.9,44.5
68.6,96.4,25.3,94.9,1,4,2.0,21.2,7.95
421.5,82.9,29.3,105.9,0,5,1.8,1.8,48.7
154.2,52.8,45.3,126.2,1,4,2.25,22.8,15.43
264.5,10.8,42.5,93.4,0,3,2.0,2.7,23.09
487.0,82.8,18.0,85.1,1,4,2.2,-1.7,55.71
209.1,13.9,40.0,110.3,0,5,2.2,31.7,18.34
617.1,7.6,27.3,103.2,0,1,2.0,37.2,49.4
41.9,88.7,34.1,97.0,1,5,2.0,22.3,5.02
117.8,63.6,30.3,103.4,0,1,2.2,34.7,11.33
193.3,96.1,30.8,119.2,1,4,2.25,11.7,22.22
504.2,71.3,47.0,85.6,0,1,2.2,37.2,48.53
513.8,18.0,35.9,92.2,1,2,2.25,7.1,44.98
571.0,79.0,43.3,116.7,1,3,2.0,14.8,61.51
160.6,50.2,38.5,109.8,1,2,2.2,3.1,16.27
662.5,15.0,42.6,120.3,0,1,2.2,21.3,53.99
687.6,28.1,22.9,105.1,0,2,1.8,20.4,61.31
224.8,15.3,43.6,122.0,0,5,2.25,-4.6,20.58
71.2,96.9,26.3,100.4,0,1,2.0,22.2,7.48
534.9,54.1,46.1,125.2,1,5,2.0,33.9,55.64
141.2,14.7,42.8,120.4,1,2,2.2,-2.7,12.73
309.5,8.7,35.3,109.4,1,5,2.2,11.3,27.46
565.1,73.2,40.6,86.5,1,5,2.2,5.2,62.59
337.6,70.9,33.7,113.6,0,3,2.25,3.2,35.01
32.0,79.3,45.0,98.4,0,3,1.8,27.0,3.3
509.2,77.4,29.3,87.1,1,5,2.25,4.1,58.65
202.3,83.4,49.8,98.8,1,4,2.0,-2.8,23.37
629.0,62.6,28.3,98.1,0,2,2.25,23.2,60.12
67.6,73.7,19.5,129.5,1,4,2.0,4.4,7.47
258.0,80.6,48.1,123.4,0,4,2.0,12.0,27.34
352.1,78.3,23.2,93.6,1,1,2.2,2.1,37.61
373.2,75.9,36.4,85.3,1,3,1.8,1.8,42.14
36.7,38.4,27.3,108.5,0,2,2.0,24.3,3.22
288.5,39.1,36.8,127.9,0,2,2.2,20.0,25.72
285.8,16.7,38.0,123.7,0,5,2.0,21.4,25.31
531.9,34.1,22.8,105.7,1,3,2.0,1.4,51.62
697.5,47.7,48.5,127.5,0,3,2.25,17.2,65.28
320.5,87.0,29.9,120.5,1,3,2.2,-3.1,36.36
382.1,10.7,49.6,118.6,0,1,2.2,4.2,31.58
654.8,45.2,36.4,111.0,0,5,1.8,14.5,65.28
583.4,87.6,23.8,127.4,1,2,2.25,25.1,62.81
294.9,94.9,36.4,123.1,1,1,1.8,3.4,33.56
442.1,32.0,49.2,96.8,0,1,2.25,34.9,37.79
555.9,54.2,21.9,90.0,0,5,2.0,19.2,55.72
435.5,48.0,37.4,99.5,0,1,2.0,10.0,39.14
668.7,83.7,30.0,89.4,0,2,2.2,-2.2,70.03
557.9,92.7,28.8,95.7,0,3,1.8,21.7,61.28
565.3,63.4,37.3,121.9,0,2,2.2,1.8,56.21
668.3,7.3,33.1,103.9,0,5,2.2,33.2,56.96
523.9,24.0,48.4,128.9,0,4,1.8,3.7,49.22
463.2,8.9,28.2,121.4,0,5,2.0,27.8,40.06
204.7,69.9,24.1,118.5,0,3,2.25,28.2,20.43
567.6,37.3,31.5,116.2,0,5,2.25,25.8,53.61
52.2,98.7,44.1,97.9,0,5,2.0,35.8,6.22
434.5,73.8,47.5,91.2,0,5,1.8,39.2,47.47
11.0,5.6,45.9,121.9,0,1,2.2,16.8,0.9
304.9,30.1,39.1,110.6,0,3,2.25,24.6,27.33
242.3,44.6,18.5,94.7,0,5,2.0,12.4,23.49
539.7,21.6,23.7,92.6,0,5,2.25,-7.7,50.28
70.3,96.1,42.4,97.9,0,4,2.0,5.2,7.99
24.9,87.8,23.1,117.7,0,5,1.8,8.6,2.57
274.6,15.4,18.3,118.2,1,2,2.0,14.5,23.85
564.1,32.7,35.3,119.7,1,1,1.8,27.4,52.49
340.8,9.4,29.3,106.3,1,3,2.25,22.8,29.39
436.4,6.3,47.7,125.3,0,3,1.8,19.8,36.95
463.4,93.2,34.8,125.3,0,3,2.2,7.5,49.62
488.1,74.9,37.1,87.0,0,5,2.25,32.1,51.89
278.0,78.9,32.9,110.2,1,2,1.8,14.3,30.22
106.5,93.3,36.9,112.7,0,1,2.2,14.8,10.81
144.2,94.2,21.6,92.9,0,2,1.8,32.9,15.41
457.9,35.6,29.0,123.5,1,2,1.8,32.4,43.8
699.3,74.6,18.8,98.2,1,3,1.8,24.4,76.6
178.3,43.0,29.4,111.6,1,4,2.25,1.6,18.36
689.8,11.1,31.2,125.3,1,2,2.0,39.4,59.32
23.4,62.2,34.5,102.7,0,3,1.8,32.6,2.39
286.8,75.3,24.2,103.7,0,1,2.0,-1.5,28.65
441.7,95.3,21.5,87.8,1,5,2.25,17.4,52.41
436.5,98.8,38.6,110.3,0,3,2.2,30.3,47.2
521.4,82.4,22.6,103.8,1,5,2.25,0.3,61.14
512.8,8.2,41.7,97.6,1,2,2.2,19.4,43.59
642.8,31.2,19.4,110.9,1,4,1.8,-1.0,64.69
14.9,79.7,33.4,118.5,1,5,2.2,-0.5,2.01
545.8,50.9,49.8,98.2,1,4,2.0,14.5,55.1
438.1,98.6,24.9,120.8,1,1,2.2,27.8,47.68
455.5,49.0,26.2,95.2,0,2,1.8,0.4,44.42
157.2,6.1,35.9,123.8,1,3,2.25,20.2,13.36
240.8,80.7,18.5,121.7,1,1,2.2,-8.0,25.65
228.2,81.6,39.5,110.9,0,2,2.2,-8.5,23.69
61.0,77.1,31.6,122.4,1,4,1.8,3.3,7.29
249.7,50.9,30.2,127.9,1,5,2.0,35.1,25.55
144.6,80.3,42.6,128.9,1,1,1.8,7.1,15.58
248.4,57.6,43.5,98.1,1,2,2.2,20.1,24.73
26.6,84.6,18.9,100.4,1,2,2.2,22.8,2.68
151.3,63.9,27.8,85.3,0,1,2.25,32.3,14.28
102.7,38.8,44.7,123.1,1,5,2.2,13.6,10.46
100.5,13.1,25.5,113.3,1,1,2.25,39.9,8.72
179.4,26.9,20.0,95.5,1,5,2.25,-1.5,17.69
590.5,16.5,23.0,109.3,0,2,1.8,5.0,50.86
643.4,37.6,22.8,113.6,1,3,2.25,6.8,61.0
342.7,14.5,18.5,127.7,0,2,2.0,17.7,28.77
625.0,68.1,21.2,110.0,1,4,2.25,-0.6,68.67
101.7,53.7,19.0,113.0,0,1,2.25,28.7,9.02
23.1,23.7,22.8,110.7,0,5,2.0,20.9,2.03
401.6,15.5,41.7,127.2,1,5,2.25,-7.0,37.74
10.4,45.5,38.4,99.4,0,3,1.8,6.4,0.78
161.2,90.3,40.8,96.8,0,5,1.8,17.8,18.28
136.4,74.0,38.0,111.5,0,3,1.8,-3.5,14.83
668.3,95.0,18.8,96.4,0,5,2.25,17.9,75.0
25.3,39.0,24.5,98.2,1,2,2.25,22.8,2.13
160.3,72.7,23.1,85.7,0,2,1.8,38.5,16.15
185.6,16.7,18.6,85.1,0,1,2.25,-2.3,15.47
311.9,68.4,37.9,113.8,0,4,2.0,8.2,32.05
347.7,28.0,28.4,90.7,0,1,2.0,18.8,29.84
335.4,83.5,41.7,102.0,0,4,2.25,14.5,35.83
594.1,59.4,23.4,92.7,1,3,2.2,1.1,62.41
594.5,78.2,20.4,100.4,0,1,1.8,38.1,59.56
247.5,59.4,43.2,117.6,0,3,2.0,34.1,24.09
572.4,49.9,26.1,110.4,0,1,1.8,37.6,53.41
289.0,74.6,44.4,85.3,1,5,2.0,4.0,33.15
198.0,51.5,38.9,87.6,0,1,2.2,35.9,17.95
542.0,63.5,26.3,127.3,1,3,2.2,-5.8,57.68
90.6,83.1,44.6,115.3,0,4,1.8,1.0,9.95
583.0,69.6,40.6,121.9,1,3,1.8,34.6,62.81
44.3,39.4,36.4,102.4,0,3,2.0,17.7,4.18
272.9,97.0,25.7,108.4,0,2,2.2,19.3,28.72
64.2,70.9,20.1,114.2,0,4,1.8,29.4,6.85
230.4,76.2,19.9,99.7,0,4,2.0,12.3,24.18
510.9,76.3,36.3,94.7,0,5,1.8,34.1,56.2
151.8,65.2,34.7,94.4,0,2,2.2,8.0,14.36
359.5,64.4,43.6,103.8,1,4,2.2,38.7,37.8
52.2,92.2,46.6,92.0,0,3,2.0,27.3,5.57
426.0,59.4,42.6,89.9,0,5,2.0,-0.3,44.51
