distance_km,city_share_pct,avg_speed_city,avg_speed_hwy,ac_on,persons_in_car,tire_pressure_bar,outside_temp_c,fuel_used_l
557.1,92.9,19.1,110.6,0,1,2.25,20.4,56.18
273.7,91.2,21.9,93.8,0,3,1.8,34.5,29.57
350.6,99.6,49.5,129.0,1,4,2.2,-4.1,42.03
147.9,70.3,45.9,127.8,0,5,2.0,32.4,15.62
625.5,74.8,24.9,86.9,1,2,1.8,39.5,67.12
200.9,89.9,20.0,108.4,1,5,2.25,17.4,23.47
439.2,69.9,32.6,91.0,0,5,2.0,20.2,46.02
515.4,35.7,18.7,118.4,0,5,2.2,38.4,48.28
364.6,27.3,30.4,92.3,1,4,1.8,-9.0,36.27
667.2,83.3,35.1,87.1,0,1,1.8,11.1,67.82
507.1,8.4,19.9,98.5,1,1,2.2,-2.3,43.84
366.6,45.9,37.3,123.7,0,5,2.25,17.6,35.84
102.7,50.9,49.8,85.6,1,2,2.2,1.7,10.4
629.8,79.0,37.5,120.7,0,2,2.25,23.5,63.32
503.0,6.6,40.2,117.7,0,2,2.25,36.9,40.76
521.8,33.1,41.1,87.2,0,3,2.0,4.6,48.45
604.5,68.0,19.0,95.9,0,2,2.25,1.0,60.57
553.1,76.8,45.5,109.5,0,2,2.2,21.0,55.09
583.3,51.3,38.1,110.9,0,3,1.8,24.6,57.24
683.7,91.3,21.3,96.8,1,4,1.8,17.5,79.9
581.9,18.5,25.1,109.1,0,3,1.8,14.1,51.3
413.8,81.3,21.4,94.2,1,2,2.2,-5.4,45.52
546.0,96.1,36.5,93.8,1,3,2.0,7.8,61.72
327.5,15.0,48.6,94.1,0,4,2.2,33.7,28.48
598.5,35.8,27.2,122.0,0,2,2.0,9.7,53.08
303.2,39.5,29.1,85.7,1,2,2.0,23.9,28.19
16.6,88.0,49.2,101.4,1,1,2.25,30.3,1.82
573.2,10.4,43.5,90.1,1,2,1.8,39.8,50.32
441.3,11.2,40.2,117.7,1,4,2.25,17.8,39.05
490.2,15.9,37.7,91.4,1,5,2.0,-0.6,46.02
561.6,49.2,47.0,118.9,0,3,2.25,-5.1,54.49
590.5,69.5,22.1,125.2,1,1,2.25,10.6,59.54
251.7,20.6,35.4,92.0,1,2,2.25,38.1,22.45
692.3,24.3,33.2,124.2,1,5,2.2,-4.7,67.22
481.8,43.0,29.9,91.5,1,2,2.0,37.2,45.72
358.0,34.3,36.5,118.8,0,5,2.0,11.3,33.31
176.8,80.5,28.5,112.2,0,5,1.8,2.3,20.1
666.2,40.1,32.3,103.9,0,3,2.0,-5.3,63.21
82.3,72.8,38.9,93.4,0,2,1.8,1.5,8.37
572.6,19.1,47.9,102.2,1,2,2.2,7.5,50.5
485.0,17.4,26.3,90.0,1,5,2.2,16.9,44.74
350.4,21.9,43.3,127.9,0,2,2.2,15.3,29.6
61.8,51.5,28.9,127.7,0,3,2.0,18.1,5.84
367.2,68.4,18.9,113.4,1,4,2.0,33.1,39.04
494.6,8.3,39.2,120.0,0,5,1.8,-9.9,44.74
175.0,34.3,43.8,105.8,0,5,2.2,25.5,16.28
548.1,29.5,46.9,117.9,0,3,2.2,33.8,48.76
64.4,97.0,18.6,109.6,1,3,2.25,1.1,7.49
101.2,62.2,32.3,125.9,1,4,2.0,5.6,10.45
52.6,70.6,47.0,109.2,1,3,2.0,7.6,5.82
693.3,66.7,27.0,94.5,0,3,2.25,4.9,71.03
18.7,31.2,40.7,95.5,1,2,2.25,-6.0,1.74
698.6,96.0,26.3,111.3,0,3,2.25,-4.4,77.38
624.8,33.3,35.9,99.7,1,3,2.0,8.3,58.43
544.3,48.3,33.2,105.2,1,2,1.8,26.5,54.07
162.4,80.8,43.9,118.9,0,3,1.8,-2.4,17.74
33.2,19.8,21.7,102.6,0,3,2.0,36.6,3.07
49.7,27.2,36.6,94.8,1,3,2.0,31.4,4.87
410.7,22.2,47.5,88.7,1,3,1.8,29.3,38.53
266.5,40.4,28.0,110.3,1,1,1.8,11.5,25.52
165.2,40.0,34.8,87.6,0,5,2.25,4.4,16.11
244.3,28.4,38.9,96.9,1,3,2.0,38.3,22.81
361.0,10.6,35.0,119.7,0,4,1.8,7.5,31.88
632.7,83.3,20.3,85.8,1,4,1.8,38.9,72.63
70.1,53.7,22.2,125.2,0,1,2.2,32.5,6.26
341.5,91.3,48.2,93.4,1,4,2.0,-5.8,40.41
496.8,73.9,21.4,88.1,0,5,2.0,-2.4,54.09
697.5,37.4,18.1,121.5,1,5,2.25,22.4,69.0
438.3,92.0,20.6,89.8,0,1,1.8,-8.6,47.15
695.9,49.5,21.6,95.9,1,4,2.25,33.5,69.98
371.4,16.7,30.3,116.0,1,1,2.2,16.3,31.96
34.0,33.5,34.9,99.2,1,1,1.8,12.8,3.1
561.4,34.4,38.3,116.8,0,1,2.0,30.6,48.91
339.3,13.7,35.6,110.8,1,2,2.0,-9.5,30.0
354.5,16.8,35.2,124.6,1,1,2.25,-6.8,31.17
57.8,55.3,45.0,100.4,1,1,1.8,-0.2,6.09
615.0,29.2,41.7,112.1,1,4,2.2,4.9,59.98
549.0,94.7,49.3,89.7,1,4,2.0,16.9,63.3
46.2,52.9,23.8,113.0,0,4,1.8,0.2,4.96
573.5,6.2,49.8,128.2,1,3,2.2,25.6,49.33
639.5,22.9,48.0,104.1,1,4,1.8,39.5,60.89
307.1,31.8,31.0,114.8,1,5,2.0,-9.0,30.37
97.9,45.0,33.0,101.0,1,3,2.0,34.7,9.33
263.6,52.9,43.3,101.1,1,4,2.0,1.7,27.8
109.5,8.2,43.5,100.5,1,1,2.0,-9.0,9.12
622.8,95.9,20.2,128.8,0,2,2.25,-0.2,67.27
573.9,58.7,32.6,119.5,0,5,1.8,6.1,59.91
490.1,19.8,29.3,99.9,1,5,1.8,38.1,47.03
371.0,43.5,33.9,100.4,0,1,2.0,16.3,32.89
33.4,31.4,18.0,112.5,1,4,2.0,12.2,3.34
105.2,60.8,36.6,102.9,1,5,2.25,6.9,11.08
687.0,78.1,21.8,88.8,0,5,2.25,29.5,73.63
571.9,77.0,33.5,90.8,1,3,1.8,1.0,65.15
496.4,58.3,29.4,116.1,1,5,1.8,13.3,54.0
591.7,10.1,44.9,101.8,1,3,2.25,10.4,51.32
127.2,40.5,41.7,104.0,1,4,1.8,29.1,12.73
234.7,50.9,31.8,128.2,1,5,1.8,35.6,24.82
217.1,5.3,29.1,95.4,0,3,2.0,26.0,17.94
223.2,18.6,31.5,109.9,1,1,1.8,-0.6,20.71
418.1,98.5,46.4,120.0,0,2,2.0,21.4,43.81
571.8,84.4,19.4,102.5,1,3,2.0,21.7,62.83
57.4,22.5,39.0,97.3,1,4,2.2,3.9,5.4
481.3,11.0,35.3,119.4,0,4,2.0,39.0,41.1
682.9,12.1,37.7,89.7,1,5,2.25,38.0,61.57
439.0,84.2,33.3,98.9,0,3,1.8,14.8,46.76
265.3,36.9,25.5,104.0,1,4,1.8,22.2,26.44
591.6,24.6,42.8,117.9,0,2,1.8,3.4,54.18
643.8,66.8,32.9,123.0,1,1,2.25,36.5,64.08
594.2,46.2,19.8,98.5,1,2,1.8,-0.4,60.22
186.4,30.5,45.3,115.3,1,1,1.8,26.1,17.07
679.7,81.9,34.4,129.7,0,3,2.25,25.8,70.41
643.9,5.2,46.9,110.0,1,3,2.25,-9.1,56.37
299.4,80.1,25.5,118.3,1,2,2.25,-1.0,32.71
410.9,32.2,28.6,127.7,0,1,1.8,29.2,36.34
454.4,87.5,42.7,88.2,0,5,2.25,37.5,50.21
420.0,58.3,32.7,99.0,1,4,2.0,14.1,43.71
226.6,56.0,47.0,102.8,0,3,2.25,38.1,21.8
162.5,74.3,19.7,90.0,0,5,2.25,31.9,16.98
117.8,23.3,27.8,85.4,1,1,2.25,5.3,10.08
398.8,36.6,34.1,125.6,1,4,2.25,35.3,38.36
531.0,49.1,21.0,109.7,1,5,2.25,27.5,54.86
357.0,33.0,35.9,128.1,1,1,1.8,10.1,33.27
16.1,20.3,21.3,88.9,1,5,2.25,12.8,1.29
32.3,63.1,31.1,116.1,0,5,2.0,9.5,3.2
146.4,31.7,24.6,92.0,0,1,2.25,15.4,12.37
108.2,8.5,40.0,108.9,1,3,1.8,1.9,10.0
620.2,42.9,34.2,89.0,0,3,2.2,14.5,57.19
267.8,74.9,32.8,120.7,1,3,2.0,-6.7,29.5
19.9,84.9,41.4,117.5,1,5,2.25,10.5,2.13
192.6,34.2,36.0,96.3,1,1,2.0,-5.5,18.18
529.6,81.3,23.9,96.8,0,5,2.0,2.1,59.0
417.9,23.6,28.1,102.0,0,2,2.25,32.3,35.64
206.1,93.2,49.5,110.8,1,5,1.8,0.5,25.44
65.5,75.4,23.3,99.0,0,5,2.0,27.1,6.79
10.4,84.6,36.4,112.8,1,5,1.8,17.2,1.33
500.0,42.5,49.8,93.2,1,1,1.8,25.8,47.9
564.1,17.0,23.1,118.2,0,5,2.25,4.7,51.22
466.4,17.6,24.7,103.8,0,3,2.2,3.1,41.16
115.9,74.6,23.9,97.7,1,3,2.25,3.5,12.79
519.1,23.8,35.2,111.6,1,2,2.0,30.4,46.13
261.7,6.7,18.9,129.2,0,3,1.8,13.4,22.54
106.9,50.6,32.0,96.9,0,1,2.25,5.1,9.77
529.9,55.9,39.6,94.0,1,1,1.8,27.7,52.53
57.0,42.8,28.9,122.5,1,1,2.25,6.9,5.32
336.4,79.2,48.6,110.0,0,5,2.2,38.7,35.97
463.7,23.4,27.7,98.7,1,5,1.8,17.3,45.15
396.7,40.5,29.8,103.6,0,5,2.2,5.2,38.25
620.4,79.6,39.6,118.7,0,5,2.0,26.7,66.73
295.6,72.7,26.3,117.0,1,3,1.8,30.5,32.11
435.3,18.6,30.0,96.0,0,5,2.25,17.9,38.61
237.0,52.5,50.0,101.3,0,1,2.25,17.7,21.89
222.7,26.6,20.6,115.3,0,3,2.0,14.7,19.76
348.8,62.9,21.1,88.4,0,1,1.8,11.7,33.6
388.1,34.3,20.0,85.2,1,3,2.2,36.3,36.55
543.4,69.4,42.3,101.8,1,1,2.2,-10.0,56.02
659.1,86.1,18.9,101.9,1,4,2.0,9.6,74.05
252.0,88.3,22.7,120.9,0,4,1.8,4.1,28.9
112.6,74.2,26.6,120.0,0,4,2.2,35.1,11.86
51.7,98.0,32.9,100.6,1,4,2.25,14.6,5.74
340.3,67.4,44.0,102.7,0,2,2.2,25.0,33.14
247.7,95.4,18.1,85.8,1,3,2.2,12.3,27.93
15.1,77.1,47.2,97.2,0,2,2.0,7.7,1.52
437.1,72.3,19.5,108.6,0,2,2.2,15.9,42.72
232.3,13.7,49.9,87.1,0,5,2.2,24.8,20.04
429.1,51.5,24.7,101.6,0,4,2.0,25.7,41.41
323.8,76.8,36.4,87.5,1,5,2.2,-1.4,37.06
468.9,24.0,30.4,94.3,1,1,2.25,5.4,41.4
280.3,58.7,31.3,86.8,0,2,2.0,-6.1,27.63
51.0,37.8,42.7,102.5,0,3,1.8,-9.5,4.81
203.6,45.4,21.8,115.4,0,3,1.8,1.5,20.32
262.7,81.5,29.5,107.1,0,5,2.25,23.8,28.34
266.7,37.5,27.9,99.3,0,1,1.8,18.3,24.05
239.1,45.0,37.8,109.1,0,3,1.8,8.4,22.79
377.5,7.7,44.8,125.2,0,5,2.0,0.9,33.14
446.5,72.0,38.9,95.0,1,2,2.0,39.9,46.3
442.8,78.6,35.3,97.4,0,1,1.8,-3.9,46.13
303.8,82.3,45.8,102.3,1,2,2.0,33.4,32.21
539.6,53.9,19.6,115.1,1,3,2.0,31.3,53.83
281.4,44.6,32.1,93.2,1,5,2.2,-5.0,29.07
529.4,85.9,18.2,128.8,1,3,2.2,9.0,58.15
170.0,35.9,43.8,128.6,1,1,1.8,36.2,15.78
167.8,76.8,43.7,129.2,0,3,1.8,-7.5,18.09
252.8,81.1,31.3,121.3,0,1,1.8,-7.9,26.59
269.7,47.6,31.4,107.8,1,3,2.0,10.1,26.58
274.1,12.7,35.5,113.8,1,2,1.8,31.0,24.12
623.4,32.1,27.5,85.5,0,3,2.0,2.6,57.72
171.5,20.0,23.8,91.6,0,5,2.2,28.1,15.59
277.8,44.9,30.8,126.9,0,1,2.25,-0.3,25.51
479.1,11.9,21.4,112.0,1,1,2.2,19.1,40.26
440.8,7.6,48.1,113.6,1,3,2.0,-0.6,39.29
612.9,73.1,44.9,97.3,0,2,2.25,-8.9,62.27
285.9,52.5,33.5,124.0,0,5,2.0,23.1,28.15
498.0,91.7,31.1,120.9,1,5,1.8,28.3,59.54
201.5,41.2,47.6,103.2,0,3,1.8,39.3,19.17
214.8,45.3,20.8,115.9,0,4,2.0,13.7,20.44
137.0,10.8,39.4,88.5,1,4,2.2,3.6,12.39
238.8,40.5,48.0,117.5,0,2,2.0,19.3,21.79
277.3,69.9,37.5,106.9,1,4,2.25,-8.5,30.54
303.1,17.6,19.2,129.5,1,4,2.2,2.0,28.3
564.3,99.6,34.8,92.9,1,5,1.8,18.0,69.44
651.1,95.9,33.4,98.6,1,2,2.0,26.7,71.68
141.0,30.6,20.6,101.8,1,3,2.25,9.6,13.18
557.8,48.9,29.2,96.8,1,3,2.25,35.0,54.98
579.5,18.3,39.1,104.0,1,3,2.0,30.3,51.69
279.1,83.5,44.3,109.2,0,1,2.2,19.6,27.41
54.2,64.7,39.3,86.7,1,5,1.8,33.9,6.22
118.8,14.4,45.9,127.1,0,3,2.25,33.1,10.29
686.1,30.8,46.9,85.3,1,2,2.2,19.2,62.55
156.9,15.6,27.1,126.8,0,1,2.25,3.2,13.02
496.2,68.1,27.9,120.3,0,2,1.8,30.2,49.93
697.9,95.3,28.2,126.5,1,4,2.25,9.7,80.78
522.2,71.7,22.4,100.5,1,1,1.8,-9.3,56.08
93.3,35.7,47.8,97.3,1,4,2.2,4.8,9.16
486.2,19.7,45.2,128.6,1,3,2.2,-5.4,44.88
67.0,75.6,36.8,109.4,0,1,1.8,14.9,6.56
327.3,89.6,31.8,107.8,0,1,2.0,30.9,33.15
259.7,18.0,32.4,88.0,0,5,2.2,1.2,24.07
247.2,45.8,18.7,122.4,0,3,2.0,12.2,23.01
440.3,75.4,18.2,108.8,1,1,1.8,-4.3,47.95
600.2,25.2,21.8,87.3,1,2,1.8,-8.4,57.26
488.9,26.4,45.2,96.9,1,1,2.0,27.4,43.5
293.8,45.6,43.7,111.0,1,5,2.25,34.2,29.69
485.8,71.1,48.8,121.6,1,2,1.8,10.6,51.52
647.8,52.7,38.0,95.2,1,5,2.25,3.2,69.41
376.1,89.3,49.5,110.5,0,4,2.25,27.7,40.34
585.0,47.0,27.1,107.4,0,4,2.25,11.8,56.06
598.8,40.0,26.0,104.0,0,1,2.25,-4.6,54.57
67.5,78.3,46.0,109.7,0,4,1.8,27.3,7.57
647.4,45.5,36.1,98.7,1,5,1.8,-4.5,69.39
248.1,94.4,24.8,100.5,0,4,2.25,5.5,27.09
21.4,10.6,23.4,127.2,1,5,1.8,20.4,1.97
214.3,45.5,23.6,129.5,1,2,2.2,33.7,20.79
319.8,37.9,25.2,121.3,1,1,2.0,-6.4,29.93
181.8,51.6,32.8,111.8,0,3,2.0,32.8,16.98
536.9,49.4,49.0,101.2,0,4,2.0,-7.0,53.56
380.6,90.0,25.9,96.0,0,1,2.2,-4.6,39.67
12.4,6.5,23.2,125.0,0,3,2.25,14.5,0.94
559.4,14.9,48.3,91.5,0,5,2.2,12.7,49.27
659.7,73.8,41.1,115.2,0,3,2.2,11.8,66.8
175.7,28.5,33.4,108.5,0,4,2.25,29.8,16.17
131.4,31.6,27.2,125.5,0,5,2.0,-7.4,12.83
185.4,93.0,35.0,125.5,1,5,2.2,6.6,21.65
282.2,73.8,49.6,124.9,0,2,2.25,34.9,28.13
335.8,58.7,21.6,118.9,1,1,2.2,16.6,32.69
44.2,50.9,26.1,113.4,0,4,2.0,3.8,4.32
142.0,27.5,24.6,130.0,0,3,2.2,33.3,12.58
44.2,96.9,22.5,103.2,1,1,2.2,27.1,4.64
306.7,52.7,35.9,94.6,1,1,2.2,33.1,29.64
641.6,44.1,25.2,122.3,0,3,2.0,-9.1,61.57
266.9,24.9,49.6,115.7,1,4,2.2,-2.7,25.57
351.0,38.7,44.4,88.8,0,3,1.8,-8.5,33.96
605.1,27.2,42.1,116.2,0,2,2.0,3.6,54.21
417.7,66.5,22.6,119.6,1,1,2.25,24.8,41.35
266.2,39.4,42.4,112.9,0,4,1.8,24.9,25.32
367.4,33.1,23.1,125.9,1,3,2.25,13.0,34.77
438.7,49.8,19.4,123.7,0,3,1.8,32.4,42.45
576.3,66.6,28.8,103.0,0,1,2.0,14.5,54.83
132.5,62.4,23.7,107.1,1,1,1.8,16.4,13.64
224.8,48.4,34.0,98.8,0,1,2.0,24.7,20.16
671.9,37.5,39.1,92.4,0,5,1.8,29.9,65.31
61.9,76.1,43.7,126.8,1,5,1.8,-4.2,7.36
165.9,75.3,38.6,105.4,1,3,2.0,32.5,17.84
248.7,30.2,45.1,126.3,0,4,2.0,34.1,22.82
123.0,52.3,26.2,114.1,0,1,2.2,-5.4,11.58
297.8,5.3,30.8,98.3,0,4,2.25,7.0,24.64
289.8,6.5,33.8,94.6,1,5,2.25,4.0,26.48
608.4,57.0,48.2,100.5,0,1,2.2,12.2,55.95
344.5,9.1,30.6,96.8,0,2,2.2,14.1,28.1
488.4,10.4,48.6,117.7,0,4,2.25,-1.4,42.65
54.7,88.2,43.1,117.0,1,4,2.25,27.5,6.25
121.4,37.9,49.0,107.0,1,5,2.2,15.1,11.81
528.6,78.9,46.7,106.0,0,4,2.25,24.5,55.24
545.0,77.4,22.8,124.0,1,5,1.8,33.6,62.96
664.2,56.6,43.7,107.7,1,3,2.0,-9.8,69.29
417.1,92.7,29.3,120.1,0,5,2.0,7.8,46.26
353.1,59.1,42.2,115.6,0,2,2.25,14.3,33.52
484.6,47.6,20.9,101.1,0,5,2.2,-2.8,48.7
143.3,55.7,27.2,86.5,1,2,2.2,-6.9,14.78
683.1,41.9,32.7,102.4,1,1,2.25,23.8,63.46
95.6,62.7,34.5,99.8,0,3,1.8,22.6,9.46
687.0,42.9,24.4,101.3,0,5,2.2,28.0,66.09
378.9,7.4,23.5,97.0,0,5,2.2,24.3,32.56
240.6,53.7,46.3,115.5,1,4,1.8,34.2,25.37
654.4,58.4,44.3,117.9,1,4,2.2,31.9,67.96
66.8,10.1,40.9,104.9,0,1,2.2,5.0,5.59
482.7,92.5,20.3,88.1,1,1,2.2,-1.2,53.41
421.8,22.8,39.0,95.7,1,3,1.8,21.6,39.58
240.3,41.9,19.7,97.7,1,4,1.8,29.5,24.05
415.7,60.4,26.9,87.0,0,3,2.2,38.4,40.59
564.1,89.3,20.8,105.8,1,3,2.0,17.8,62.83
439.0,75.8,43.9,85.5,0,4,1.8,27.3,47.13
457.7,8.6,36.2,85.9,1,1,2.25,5.5,38.3
510.0,53.1,45.2,86.1,1,3,2.0,29.3,50.73
655.1,38.2,49.3,128.9,1,5,2.2,3.6,67.02
218.0,85.8,21.2,123.3,0,2,1.8,3.4,23.89
238.9,35.7,30.4,126.9,1,2,2.25,18.9,22.45
407.5,16.3,23.7,89.9,0,3,2.0,33.0,34.97
538.5,5.9,42.6,121.1,0,5,1.8,3.8,48.66
387.2,75.9,29.9,102.2,1,4,2.0,16.1,42.37
479.2,32.7,46.8,113.5,1,3,2.25,11.2,44.96
494.3,83.0,20.9,95.7,0,2,2.2,-6.8,51.74
277.3,62.7,41.2,98.4,1,2,2.2,-8.5,28.77
603.1,10.4,39.3,90.3,1,3,2.25,13.2,52.65
214.2,95.7,48.2,94.6,0,2,2.2,28.2,22.37
185.9,76.8,23.1,110.8,0,5,1.8,0.0,20.71
262.9,52.6,45.8,128.5,1,5,2.2,27.9,27.09
380.9,7.3,49.7,122.1,0,5,1.8,25.8,33.32
425.6,85.5,41.5,106.0,1,4,1.8,-1.0,50.56
540.2,60.4,28.8,109.0,1,4,1.8,5.6,57.74
132.2,65.9,29.9,113.0,0,2,2.25,2.6,13.0
243.9,78.2,49.0,109.2,0,1,2.25,20.9,23.95
232.9,87.4,39.2,101.4,0,4,2.2,30.0,24.96
463.8,88.1,20.0,103.8,1,4,2.25,1.8,53.93
335.4,31.7,33.6,112.5,0,3,2.0,36.9,29.78
435.2,50.0,34.1,123.9,0,5,2.2,26.0,42.89
14.2,38.3,44.4,91.5,0,1,2.0,7.4,1.03
699.9,26.3,26.6,125.0,0,2,2.25,14.8,60.35
110.1,99.1,19.2,86.1,0,2,1.8,35.4,12.21
693.3,36.6,42.2,97.2,1,3,1.8,23.6,67.81
518.0,21.5,46.1,95.5,0,5,1.8,23.1,47.97
102.2,7.9,45.4,123.4,0,4,2.0,32.9,8.36
666.8,27.4,38.7,99.8,1,5,2.2,30.1,63.67
98.6,68.6,47.0,102.2,0,5,2.2,2.2,10.76
141.5,35.1,45.3,99.0,0,4,1.8,2.5,13.91
198.3,79.5,22.5,115.7,0,3,2.0,25.2,20.64
162.2,54.7,25.3,103.5,1,4,2.0,33.6,16.79
446.1,17.5,43.3,119.2,1,5,2.25,5.8,41.19
655.4,86.7,42.6,99.2,0,2,2.0,-3.7,69.34
191.2,83.4,40.0,104.7,1,2,2.2,-6.6,21.36
130.2,61.6,27.6,105.0,0,5,2.25,30.3,13.33
201.4,86.6,19.4,104.5,1,3,2.25,-7.4,22.86
243.2,72.9,30.3,89.5,0,1,2.2,38.1,23.57
498.0,35.3,36.0,89.3,1,4,2.0,0.9,49.59
470.8,61.5,29.2,127.4,1,4,2.25,17.4,49.34
429.8,13.3,24.9,90.9,0,2,2.2,4.0,36.98
450.4,68.2,22.2,93.0,0,3,1.8,8.7,46.08
475.5,14.8,33.3,129.5,0,4,1.8,20.9,42.48
698.4,8.9,31.9,103.0,0,1,2.2,-9.0,57.83
620.6,75.9,34.2,106.3,0,3,2.0,36.5,63.27
131.5,73.3,24.6,114.1,0,1,2.25,-4.4,12.95
305.4,93.0,31.6,103.7,0,2,1.8,12.0,32.45
189.5,66.4,20.3,123.3,0,1,2.2,12.7,17.68
68.7,71.2,27.2,122.6,0,3,1.8,38.9,7.23
299.2,82.3,39.4,89.4,1,4,2.0,4.3,34.25
697.7,20.5,24.8,99.8,1,3,2.0,34.4,62.87
290.6,17.1,46.0,89.0,1,5,2.25,11.6,26.73
321.3,18.7,33.6,121.0,1,4,2.0,35.7,28.99
142.0,17.6,32.8,102.5,1,1,2.2,12.9,12.4
371.1,93.3,31.9,108.6,0,4,2.25,-0.2,41.95
101.9,17.3,21.1,122.0,1,5,2.25,21.7,9.6
636.9,85.2,38.0,113.3,1,4,1.8,-3.4,75.67
481.0,61.8,37.1,102.4,0,4,1.8,34.7,49.57
554.0,61.7,39.7,96.6,0,4,2.0,6.7,55.52
273.8,6.9,33.0,107.9,0,5,2.2,25.7,23.17
68.6,89.3,42.9,91.0,0,4,2.25,-6.3,7.46
321.5,42.9,47.1,95.0,0,2,2.25,5.4,29.23
364.5,58.6,29.3,118.0,1,3,2.0,38.6,37.04
572.5,88.6,28.8,92.5,0,1,2.2,29.1,57.6
556.2,71.7,28.5,92.4,1,3,2.0,28.2,58.61
234.7,79.1,44.3,104.9,0,1,1.8,33.1,23.47
530.4,27.9,38.0,122.9,1,5,2.0,-6.3,51.97
331.3,54.6,37.0,100.7,1,4,2.0,-4.5,35.08
184.5,27.2,26.9,105.8,1,5,2.25,3.6,18.17
631.0,17.2,34.7,129.7,0,3,1.8,-8.7,57.5
202.0,22.0,26.6,109.7,1,1,2.25,17.0,17.57
216.0,9.1,26.9,126.0,0,4,2.2,19.5,18.5
628.6,82.9,18.7,120.3,1,2,2.0,0.9,69.33
474.7,98.6,22.1,128.7,0,5,1.8,-0.1,56.97
509.4,96.2,18.6,114.3,0,1,2.2,-2.7,53.72
316.6,86.3,47.8,86.6,0,1,2.2,26.3,31.8
64.7,30.0,29.1,129.3,0,3,2.25,-0.6,5.83
560.3,91.1,36.7,95.0,1,3,1.8,22.7,64.41
422.7,81.4,30.3,127.7,1,5,2.0,24.3,47.96
696.0,83.5,20.8,107.1,0,5,1.8,32.9,77.74
221.1,81.1,32.4,98.2,1,2,2.2,11.3,23.55
501.0,10.2,43.0,105.9,0,3,1.8,35.0,43.26
17.7,47.2,28.9,93.1,0,3,2.25,3.9,1.89
395.9,80.4,31.7,92.3,0,4,1.8,29.6,42.79
624.4,63.0,28.6,91.9,1,3,2.2,34.1,64.37
188.4,53.9,42.2,119.6,1,5,1.8,7.0,20.17
116.7,25.0,30.3,88.1,0,4,2.0,28.1,10.27
688.1,25.6,36.2,101.5,1,5,2.0,-7.7,66.94
51.6,99.0,28.4,99.8,1,4,2.25,9.4,6.12
202.1,49.5,27.5,88.6,1,5,2.2,17.9,21.0
199.2,32.1,47.1,103.7,0,4,2.2,30.9,18.26
195.1,85.2,44.7,101.0,1,4,2.2,34.0,21.94
314.6,17.2,20.2,106.5,0,2,2.25,-2.3,27.32
545.5,53.7,25.6,85.9,0,1,2.0,17.0,50.13
269.5,19.7,48.3,101.3,0,2,2.2,32.9,22.83
112.8,66.7,35.4,91.3,1,3,1.8,2.3,12.54
199.7,37.8,30.4,125.3,1,1,2.25,3.2,19.16
299.2,97.9,37.1,87.8,0,4,2.2,15.0,33.2
139.3,90.3,44.7,109.6,0,3,2.2,31.4,14.53
669.0,52.9,44.0,97.6,1,2,1.8,19.0,67.27
23.5,62.5,31.3,112.8,0,4,2.2,-1.0,2.46
625.4,10.6,22.4,90.0,0,5,2.25,1.3,56.01
226.7,78.0,36.3,92.9,0,4,2.2,20.6,24.02
566.8,51.4,40.7,99.4,0,1,2.25,7.5,51.6
542.1,17.8,40.6,120.3,0,2,2.0,6.3,45.73
377.2,59.0,48.3,117.7,0,2,2.2,28.5,35.82
259.0,41.8,35.3,89.4,1,5,2.2,-2.3,26.52
