distance_km,city_share_pct,avg_speed_city,avg_speed_hwy,ac_on,persons_in_car,tire_pressure_bar,outside_temp_c,fuel_used_l
647.8,81.2,25.5,102.9,0,3,1.8,-6.1,71.12
418.0,67.8,29.3,97.5,0,1,2.25,8.3,39.72
619.9,68.0,40.9,110.8,1,1,2.0,-0.9,63.77
140.4,65.6,33.9,120.0,1,4,2.0,-4.5,15.3
618.9,36.5,27.4,115.1,0,3,2.25,2.8,58.04
249.2,16.4,21.4,101.8,0,1,2.25,0.8,21.05
134.9,44.5,26.7,122.0,1,4,2.2,-9.7,13.67
226.2,73.9,25.7,107.9,0,2,2.2,8.8,22.22
183.2,91.7,29.9,94.6,0,2,1.8,37.3,19.62
81.2,32.0,26.3,117.9,1,1,1.8,34.2,7.67
424.3,19.5,31.3,103.9,0,3,2.2,13.1,36.44
102.2,79.0,48.8,108.8,0,3,2.25,12.8,10.22
508.6,80.0,40.8,114.7,1,1,1.8,27.4,53.88
479.4,62.7,43.0,87.9,0,3,2.0,20.2,47.29
195.1,51.1,32.8,103.8,0,1,2.2,21.2,17.52
676.7,75.8,30.7,112.1,1,5,1.8,0.2,79.99
591.7,95.7,30.6,124.4,1,2,2.0,7.9,65.31
662.0,78.7,48.6,97.8,0,1,2.2,14.8,64.85
445.7,48.0,34.7,103.5,0,1,2.0,25.8,40.04
656.1,51.5,40.3,128.9,0,2,2.2,8.4,61.21
455.6,61.3,45.9,110.9,1,3,2.0,-8.1,48.3
168.0,74.8,20.3,101.4,1,4,1.8,13.9,18.76
415.2,59.5,48.0,107.4,1,3,2.25,9.9,42.14
535.7,62.5,18.5,93.8,1,1,1.8,13.0,54.23
556.1,84.7,30.9,123.5,1,3,1.8,-1.7,64.56
342.3,87.8,18.7,92.4,1,3,2.0,32.0,37.75
163.2,23.1,29.6,128.6,0,4,1.8,21.8,15.04
133.4,46.1,50.0,93.7,0,1,1.8,29.3,12.4
491.6,50.0,47.8,103.6,1,5,2.2,2.0,52.13
240.0,28.1,49.6,101.9,0,2,2.0,36.7,20.53
196.0,67.2,24.5,119.5,0,1,1.8,31.2,19.43
656.0,7.7,25.6,95.1,0,1,1.8,12.2,54.25
340.4,56.2,20.9,96.0,1,4,2.0,-7.3,36.28
321.1,97.8,20.1,104.9,1,3,2.2,21.6,36.68
686.6,27.4,44.6,103.8,1,2,1.8,17.6,64.05
193.2,23.6,21.9,96.3,0,3,2.2,31.0,16.59
355.5,21.4,22.3,119.3,0,4,2.2,-7.4,32.46
394.4,35.1,37.2,104.8,1,3,2.25,26.4,37.18
601.1,77.6,19.8,106.2,1,3,2.2,39.5,64.86
552.1,69.8,37.1,110.9,0,5,2.25,13.6,57.97
409.7,90.5,24.2,119.1,0,2,1.8,10.0,43.25
589.5,83.7,39.4,121.9,1,1,1.8,21.5,63.09
620.0,32.5,23.8,111.4,1,5,2.0,27.2,60.37
537.6,68.7,18.2,125.1,0,1,2.2,2.7,52.81
595.8,19.9,25.5,109.8,1,1,2.2,34.1,51.56
260.0,39.2,45.0,90.3,1,4,2.2,-6.3,25.89
259.4,98.6,27.9,109.6,1,4,1.8,29.0,30.86
126.9,63.7,24.1,98.3,1,3,2.0,11.8,12.85
338.0,43.6,25.1,103.2,1,2,1.8,33.8,33.17
645.9,26.6,44.2,100.2,1,2,2.0,12.4,58.07
360.6,54.9,21.1,97.7,0,5,2.0,31.3,36.04
178.8,59.7,39.3,113.9,1,4,2.0,33.1,18.34
21.6,52.4,47.7,94.1,0,4,2.25,8.6,2.37
379.1,66.5,25.8,100.4,1,1,2.25,-7.0,38.97
204.3,50.0,37.0,110.0,1,1,1.8,-0.8,20.83
384.0,21.7,37.7,106.2,0,3,2.2,-6.6,34.16
489.0,59.1,26.7,129.1,1,2,2.0,19.4,48.63
627.0,75.2,24.1,122.2,0,1,1.8,32.3,62.74
166.8,65.7,26.7,108.0,0,3,1.8,26.4,16.92
281.8,99.8,24.1,115.4,0,5,1.8,-9.5,33.75
663.4,40.6,32.8,85.8,1,2,2.25,28.1,62.53
123.2,88.9,35.9,105.8,0,2,2.25,13.6,12.85
442.0,96.2,41.7,110.3,1,1,2.2,-4.2,49.46
303.2,17.8,31.5,114.6,1,1,2.0,-9.3,26.82
76.3,38.5,37.6,121.4,0,5,2.0,36.2,7.55
506.1,29.3,23.2,125.1,0,1,2.25,12.2,43.11
339.7,32.1,40.9,109.9,1,2,2.2,-8.7,32.25
300.4,93.4,38.2,107.9,0,1,1.8,3.1,32.25
544.4,17.8,31.5,101.5,0,2,2.25,4.1,46.94
656.8,49.7,43.1,95.7,1,1,2.2,23.2,62.14
640.7,22.9,24.0,99.3,0,1,2.0,0.4,55.48
48.5,24.2,26.3,126.7,0,2,1.8,6.5,4.09
234.1,5.9,46.5,93.7,1,4,2.2,21.8,20.46
303.4,56.0,41.4,127.7,0,4,1.8,15.0,30.72
554.7,72.9,23.2,97.5,0,1,1.8,18.2,54.77
442.3,91.2,20.6,121.6,0,2,2.2,6.3,45.51
583.1,94.6,26.8,114.9,1,3,2.25,28.5,65.5
73.1,57.0,43.1,96.7,1,4,2.25,28.9,7.43
698.1,49.6,42.6,102.0,0,4,2.25,37.4,67.14
133.9,89.2,26.8,93.8,0,2,2.0,25.9,13.93
408.3,98.0,29.9,127.7,1,5,2.25,4.8,50.0
296.9,61.5,49.2,89.0,0,3,2.25,37.1,28.91
94.4,23.8,39.7,106.5,0,4,2.25,25.2,8.34
269.0,82.7,37.5,109.4,0,3,2.25,19.6,27.96
471.2,91.8,27.2,120.6,0,3,1.8,36.9,51.27
412.4,81.3,48.7,121.5,1,1,2.0,-8.1,43.93
595.6,67.5,25.1,105.6,1,4,1.8,-1.2,66.88
149.1,10.2,38.2,100.3,1,3,2.2,-6.1,13.13
651.9,57.8,18.9,127.1,1,4,2.25,23.4,67.6
568.3,27.5,27.4,119.2,0,4,1.8,1.7,54.42
167.7,74.8,37.7,122.8,1,1,2.0,26.0,17.26
375.4,30.1,18.8,91.0,0,2,2.0,27.3,32.92
267.6,7.1,23.6,124.7,0,3,2.2,6.8,22.21
488.7,5.6,38.9,94.8,1,2,2.0,12.8,40.99
174.9,51.8,44.4,87.5,1,5,2.25,-5.6,18.58
292.2,23.0,33.5,92.0,0,1,2.0,-8.9,25.39
457.3,60.2,37.5,101.9,1,1,2.0,-9.3,45.89
426.4,34.7,27.1,102.8,0,5,1.8,13.9,41.21
400.2,23.7,45.1,105.3,1,3,2.25,29.5,36.41
646.7,43.2,43.9,101.4,1,3,2.0,25.1,62.78
651.4,76.7,21.3,124.8,1,1,2.2,28.7,66.65
146.3,48.8,45.7,121.1,0,2,2.0,5.5,13.37
483.9,36.0,22.2,106.0,1,2,1.8,-2.1,47.88
407.0,40.6,35.9,91.4,0,4,2.25,17.8,38.17
347.1,62.9,36.4,99.4,0,4,1.8,37.7,35.8
666.9,72.2,33.2,88.7,1,2,1.8,-1.4,72.98
623.7,51.2,20.0,112.6,1,5,2.2,29.1,64.33
531.2,20.5,34.7,92.3,0,1,2.2,12.6,44.09
422.3,15.7,31.6,114.9,1,4,2.25,0.8,39.28
34.2,31.6,34.3,116.7,0,3,2.0,21.7,2.85
183.1,5.5,32.5,121.1,1,2,1.8,6.8,15.89
527.2,35.9,25.3,99.1,1,5,2.2,-5.7,53.1
547.3,81.5,43.8,98.6,1,3,2.25,7.0,59.6
646.8,83.8,20.1,89.3,1,1,1.8,28.1,69.21
391.1,87.9,48.1,89.0,0,5,2.0,18.5,43.01
439.4,14.9,46.4,88.1,0,4,1.8,35.2,39.05
450.5,25.5,49.6,104.6,0,4,2.25,16.6,40.09
119.5,66.8,34.9,96.2,0,4,2.2,16.3,11.87
451.1,89.6,41.8,118.9,1,3,2.0,4.4,51.89
635.3,69.3,47.2,94.7,1,2,2.0,32.9,65.51
615.4,47.3,24.4,106.5,1,4,2.25,27.6,61.46
197.5,17.6,26.3,121.3,0,4,2.25,17.9,17.15
121.5,18.8,24.7,94.6,1,5,1.8,23.6,11.42
487.2,56.5,44.3,94.8,0,4,2.0,37.3,47.78
579.4,63.0,28.1,105.5,0,2,2.25,10.0,55.51
350.7,44.8,33.2,96.8,0,5,1.8,-6.1,35.77
163.3,56.8,20.1,100.7,0,1,2.2,27.7,14.84
151.0,37.1,47.2,91.0,1,1,2.25,-7.0,14.31
362.2,38.4,43.8,107.5,0,4,2.2,-9.2,34.6
568.5,11.6,43.4,123.1,1,5,2.2,6.7,51.55
121.6,73.8,37.8,88.3,0,1,2.0,39.2,11.74
218.4,68.5,36.0,118.4,1,1,2.25,13.6,21.76
53.5,67.6,45.6,111.1,1,1,2.2,2.3,5.35
267.6,20.3,38.4,128.2,1,4,2.2,26.7,24.54
318.3,36.4,31.0,119.5,1,3,1.8,9.7,31.21
24.0,98.6,22.7,100.8,1,2,1.8,39.0,2.98
92.7,37.3,43.5,99.2,1,5,2.25,37.0,9.25
245.8,31.3,20.4,115.7,1,5,2.0,-7.3,24.51
102.5,13.9,27.1,110.0,1,1,2.2,11.5,8.64
85.5,69.9,31.7,107.9,1,1,1.8,-3.8,9.0
49.0,12.7,28.4,102.7,0,1,2.0,-8.0,4.24
117.0,26.5,44.9,95.4,1,5,2.2,30.5,11.36
688.5,10.9,19.3,121.8,0,1,2.25,27.0,55.76
223.6,74.2,40.5,111.5,0,3,2.2,-5.5,23.62
193.1,69.0,36.3,108.8,0,2,2.0,-6.3,19.52
492.4,78.1,29.5,98.6,0,3,1.8,20.9,52.02
364.7,87.4,34.4,96.7,1,1,2.2,-9.2,39.94
676.5,40.3,36.3,121.0,1,1,2.0,36.3,62.73
232.9,29.0,25.1,91.0,0,4,2.2,39.0,20.82
83.8,47.5,32.9,126.2,0,1,2.0,11.4,7.79
283.7,63.7,43.7,107.1,0,1,2.25,38.8,26.73
137.3,12.7,47.6,121.7,1,4,2.0,-7.3,12.68
460.4,98.5,44.1,109.0,0,5,2.2,10.5,52.32
249.6,79.7,40.3,101.7,0,5,1.8,1.0,28.46
232.3,94.3,41.6,87.2,0,5,2.0,35.4,26.3
470.5,30.1,39.4,100.7,0,3,2.2,24.1,41.73
549.1,17.2,21.9,104.4,1,5,2.0,8.6,50.76
104.4,72.1,27.2,97.5,1,5,2.2,36.6,11.57
206.8,6.3,46.7,129.4,0,2,1.8,27.5,17.07
92.2,19.0,22.0,89.5,1,4,2.25,-5.2,8.74
110.1,90.6,29.6,108.6,0,3,2.2,11.8,11.93
310.9,20.2,42.9,109.2,0,5,2.0,14.1,27.94
21.0,53.4,31.9,89.2,0,5,2.2,30.9,2.36
669.8,15.8,49.3,91.1,0,1,2.2,7.8,55.07
198.4,25.9,35.3,111.7,0,4,2.25,16.6,17.58
418.6,66.8,45.8,108.8,0,3,1.8,36.7,42.94
28.5,34.0,23.9,111.9,0,1,2.0,27.6,2.42
616.4,96.8,36.1,123.6,1,4,2.2,31.0,71.46
17.3,57.4,27.2,120.6,0,2,2.2,-5.6,1.6
60.1,82.3,27.7,93.6,1,2,2.2,8.4,6.25
99.3,46.5,33.5,108.6,1,1,2.2,-8.3,9.92
226.9,72.3,22.3,97.1,0,1,2.25,30.1,21.89
53.2,65.5,43.6,126.3,0,1,2.2,36.3,4.86
693.0,99.5,18.5,88.2,1,5,2.0,-5.9,85.22
416.1,56.9,33.3,120.3,1,5,1.8,32.5,45.23
674.0,64.8,33.1,106.5,1,3,2.0,23.4,69.65
311.0,74.1,27.7,118.3,1,3,2.0,32.7,33.22
128.9,11.6,44.1,96.6,0,5,2.25,-1.2,11.54
288.3,10.5,41.4,89.4,0,1,2.0,-7.3,23.94
621.0,6.6,47.7,101.3,0,3,2.25,34.2,51.14
497.3,16.9,32.0,85.5,0,1,2.0,15.2,40.98
23.6,30.6,37.0,128.4,0,2,2.25,22.0,2.13
237.6,41.2,33.7,105.3,0,5,2.0,8.3,22.51
696.4,26.7,38.4,109.1,0,3,2.25,9.5,61.16
275.0,32.6,23.1,105.1,0,2,2.25,-1.4,25.07
341.3,87.3,47.8,91.3,1,4,2.25,-0.8,39.81
292.6,94.0,22.7,119.1,1,1,1.8,13.6,32.17
308.2,65.9,21.8,87.9,0,2,1.8,36.6,30.57
82.0,98.1,50.0,88.3,0,4,2.2,-1.4,9.42
647.3,59.1,44.8,105.2,1,5,2.2,29.0,68.56
554.5,33.5,27.1,120.1,0,4,2.0,-6.2,52.33
303.1,17.7,23.5,110.5,1,3,2.2,8.4,26.83
190.3,10.2,37.3,95.9,0,2,1.8,36.7,16.34
417.5,76.4,21.7,127.3,1,3,2.0,23.7,44.87
144.0,86.5,38.3,125.2,1,4,2.25,35.3,16.36
515.4,88.1,18.6,89.6,0,3,2.2,4.9,55.71
196.5,27.2,38.8,95.6,0,3,2.0,-7.6,17.61
32.9,26.8,33.0,127.4,1,2,2.0,38.9,2.95
519.3,86.3,40.5,118.7,1,3,2.0,38.3,57.22
690.5,74.8,42.4,116.5,0,1,2.0,15.5,66.78
342.5,68.6,39.2,94.7,1,5,2.25,27.0,37.32
116.0,92.3,42.8,106.9,1,5,1.8,-2.2,14.37
411.5,86.6,28.0,116.0,0,1,2.2,18.7,41.14
561.5,37.9,31.6,89.0,0,2,1.8,19.2,51.88
421.7,93.9,45.7,129.5,0,1,2.0,-5.8,44.21
11.0,22.4,25.1,103.4,0,4,2.2,3.1,1.23
62.7,32.5,30.2,107.4,1,1,2.2,-1.1,6.1
180.3,81.2,35.8,111.3,1,1,2.25,34.7,18.83
200.8,59.4,40.5,105.8,1,4,2.0,2.2,21.26
248.0,35.9,43.4,124.7,0,5,2.25,9.9,23.42
428.5,74.9,20.7,107.1,1,5,2.25,33.9,47.98
634.8,78.4,35.0,104.8,1,1,2.2,-8.6,67.39
68.2,45.3,41.1,111.6,0,5,2.0,36.2,6.67
326.9,37.7,30.9,109.2,1,3,2.2,29.7,30.98
317.3,35.0,44.6,89.5,1,5,1.8,35.7,31.78
465.3,43.8,48.6,112.8,0,5,2.2,-2.6,46.42
133.1,28.5,26.3,124.4,1,4,2.2,-5.0,12.81
452.5,82.0,39.0,92.2,1,4,2.0,16.5,50.64
84.5,9.3,21.6,106.7,0,5,1.8,-6.5,7.99
134.3,40.0,32.4,102.3,0,1,2.2,37.3,12.02
273.6,64.0,32.8,94.9,0,3,2.2,23.5,26.77
615.6,68.7,42.2,107.3,0,1,2.25,-4.1,60.29
234.1,57.1,46.3,107.1,1,2,2.0,21.2,22.98
301.1,27.6,24.3,110.1,0,5,2.0,-4.7,28.25
326.3,22.1,37.4,123.1,0,4,2.0,35.3,28.59
74.7,14.1,19.2,122.9,0,3,2.25,22.8,6.22
137.6,79.2,43.9,88.0,1,3,2.25,-8.6,15.31
692.8,43.8,30.6,95.7,1,2,2.0,29.2,65.72
54.4,60.6,19.8,115.9,1,2,2.0,7.0,5.34
347.5,28.1,18.5,120.0,0,1,2.2,18.7,29.45
155.6,39.2,32.6,112.8,1,5,2.0,24.6,15.69
600.7,59.2,48.6,91.1,1,3,2.2,0.5,62.78
309.4,30.1,39.9,92.1,0,1,2.25,31.6,26.22
649.3,49.2,36.1,103.7,1,1,2.2,1.9,63.37
642.0,91.0,34.1,116.7,1,5,1.8,-2.6,78.88
394.0,66.8,34.2,126.7,0,4,1.8,-1.8,42.34
374.2,56.1,18.6,86.2,1,1,2.25,36.0,36.03
307.6,23.0,41.0,90.1,1,3,2.2,-2.0,28.47
595.0,93.7,48.2,94.4,1,5,2.0,-6.4,72.06
650.2,67.1,19.4,89.1,0,3,2.2,-8.6,66.7
342.5,60.8,18.0,119.9,1,3,2.25,37.7,34.79
242.0,32.4,49.4,128.1,1,5,2.25,20.1,23.27
331.6,69.8,21.3,120.6,0,3,2.2,28.8,33.17
523.2,72.7,18.7,89.3,0,5,2.25,-9.3,56.88
34.2,43.9,29.8,86.6,0,3,2.25,32.4,3.07
325.4,63.1,41.9,87.6,0,5,2.25,10.8,33.17
20.4,13.6,23.3,96.3,1,4,1.8,8.2,2.0
205.0,90.2,36.8,114.9,1,3,2.2,-3.3,23.67
500.1,63.1,34.3,119.5,1,5,2.2,18.5,53.51
487.3,69.5,41.6,128.8,1,1,1.8,7.1,50.52
505.0,62.6,32.1,128.0,1,5,1.8,-1.0,57.17
635.2,51.9,49.8,128.2,0,1,2.2,33.5,57.87
290.9,57.6,30.0,98.7,1,3,2.25,32.0,29.2
103.9,33.0,18.6,110.2,0,2,1.8,-3.6,9.67
430.2,24.0,43.9,85.6,1,4,2.25,23.6,39.93
607.1,26.6,48.1,122.3,1,4,2.2,15.0,57.04
378.7,27.3,49.7,100.4,1,3,2.25,29.1,34.67
190.0,74.5,25.8,116.0,1,3,1.8,4.6,21.24
252.7,11.7,43.7,129.4,1,4,1.8,36.4,23.35
685.9,30.2,34.7,103.5,1,4,1.8,-9.6,68.55
364.0,20.8,41.8,120.5,1,4,2.2,13.5,33.2
129.6,76.2,28.0,105.0,0,4,1.8,35.5,14.12
290.1,61.4,34.7,104.4,1,2,2.0,5.3,29.12
513.9,68.3,47.2,113.9,1,1,2.0,38.4,51.23
450.3,31.4,33.5,102.9,0,4,2.25,6.1,41.23
195.3,66.8,37.5,100.9,0,1,1.8,29.0,19.29
579.2,32.9,37.7,102.7,0,4,2.2,0.8,54.68
426.5,49.4,33.8,114.8,0,5,2.25,25.3,42.03
437.9,69.1,49.5,87.9,1,3,1.8,39.0,47.0
554.5,20.2,48.8,98.1,0,5,1.8,35.0,51.04
516.8,9.2,48.2,114.0,1,1,2.25,21.3,43.39
345.5,55.0,22.4,86.9,0,5,2.0,11.9,34.88
168.6,6.4,48.9,122.2,0,1,2.0,15.6,13.12
26.5,82.8,41.7,106.5,0,4,2.0,26.6,2.7
452.5,54.5,24.0,122.9,1,1,2.2,12.9,43.83
340.3,65.8,39.5,87.3,1,2,2.0,24.6,34.4
694.9,73.6,38.2,95.5,1,1,2.2,16.8,70.85
169.9,45.9,43.8,105.2,1,5,1.8,21.6,17.87
269.9,24.3,32.5,122.1,0,1,2.0,18.6,22.41
366.4,99.6,46.3,118.6,1,5,2.25,23.2,43.58
525.0,43.6,48.6,93.3,1,1,2.25,30.4,48.77
559.6,29.7,42.8,100.0,1,1,2.25,4.7,51.71
276.9,97.1,25.1,99.4,0,3,2.0,29.7,29.9
584.6,70.9,35.8,108.2,1,5,1.8,37.6,66.2
278.0,15.7,23.8,129.9,0,1,1.8,14.6,23.74
624.8,99.3,34.3,92.4,1,5,2.25,37.4,74.84
30.8,19.5,43.1,102.6,0,2,2.0,20.2,2.39
659.3,27.8,38.2,107.6,1,1,2.0,18.8,58.36
266.2,92.5,25.0,101.9,1,4,2.0,24.3,30.35
315.6,97.8,38.9,99.5,1,5,2.0,-3.8,38.63
629.0,49.7,28.9,122.3,0,1,2.25,23.4,56.93
199.9,87.5,34.5,87.7,0,4,2.25,39.2,21.19
674.5,73.9,47.2,99.6,1,4,2.25,22.4,73.6
205.8,77.7,20.2,105.1,0,2,2.25,13.5,20.72
491.2,92.3,39.1,117.5,0,4,2.2,13.3,53.67
31.3,38.8,36.1,113.9,1,2,2.2,19.2,3.09
34.7,38.1,30.0,127.5,1,2,2.0,24.7,2.97
51.4,64.6,48.6,112.4,1,2,1.8,33.4,5.27
153.8,99.8,36.3,113.9,1,3,1.8,19.4,18.34
180.1,33.7,40.1,89.6,0,1,2.0,-5.8,16.34
125.4,60.7,30.5,89.3,1,3,2.0,13.8,12.62
107.6,60.3,32.6,110.0,0,5,2.2,24.7,11.17
48.0,39.4,27.2,91.3,1,3,2.2,23.3,4.8
77.5,95.8,48.3,102.8,0,2,2.2,39.7,7.94
365.0,90.2,39.6,106.4,0,5,2.2,25.9,40.63
287.8,34.0,41.3,100.9,0,4,2.2,13.1,26.64
583.4,38.5,33.3,112.1,1,2,1.8,0.9,57.65
176.4,60.9,47.2,90.4,1,5,2.0,23.2,18.72
423.1,98.5,46.7,104.4,1,5,1.8,-1.0,53.26
176.2,92.5,31.6,122.6,0,3,1.8,10.7,19.43
673.8,45.7,28.5,120.6,1,3,2.2,37.5,66.14
511.6,44.5,43.3,87.2,0,1,1.8,16.3,47.06
680.4,11.5,20.3,118.0,0,1,1.8,12.2,56.72
73.6,40.5,41.5,103.2,1,3,2.0,16.0,6.79
478.8,75.5,45.1,116.6,0,2,2.2,-1.7,48.83
178.6,73.7,19.3,103.4,0,3,2.25,19.0,18.03
94.5,36.1,31.5,100.8,0,2,2.2,30.2,8.34
82.6,55.3,40.0,121.1,0,2,2.2,-0.1,7.92
453.0,52.1,26.2,109.8,0,2,1.8,4.6,44.95
160.9,61.1,32.2,108.0,1,5,2.25,39.5,16.96
595.7,77.0,31.3,121.6,1,1,2.0,0.8,63.07
418.8,72.6,20.3,118.1,1,4,1.8,15.6,46.78
448.2,66.0,30.7,90.0,1,3,2.2,16.8,46.54
203.6,87.9,26.1,90.0,0,1,2.2,-8.3,20.85
86.8,10.6,49.3,102.7,0,2,2.0,33.6,7.01
589.7,63.8,26.7,128.9,0,2,2.2,-8.1,58.5
258.0,86.7,27.6,93.7,1,1,2.2,-5.6,28.08
344.5,91.4,32.2,127.0,0,2,2.25,-5.4,36.85
523.3,45.3,36.9,91.7,0,5,2.0,12.2,51.05
320.8,82.6,20.9,100.7,0,4,2.0,15.7,34.16
211.0,76.5,38.8,107.2,0,5,2.25,10.6,22.54
362.7,62.7,39.2,120.9,1,5,2.0,34.7,38.94
469.3,20.8,20.6,114.4,1,1,1.8,33.1,42.07
99.1,74.6,35.0,89.6,0,1,2.25,27.4,9.64
158.0,23.1,28.4,105.1,1,3,2.2,26.1,14.49
437.6,33.2,34.8,129.4,1,3,1.8,14.2,42.24
25.3,67.4,47.6,122.4,1,5,2.0,9.1,3.02
561.3,23.7,34.2,93.9,0,1,2.0,-7.8,48.44
522.9,82.4,25.8,111.3,1,1,2.2,11.4,54.55
619.2,12.1,24.7,98.5,1,5,2.2,-6.4,57.55
410.0,10.7,42.0,104.0,0,4,2.2,3.8,35.78
330.7,82.8,22.2,95.3,0,2,2.0,24.8,33.4
118.9,6.9,41.8,97.5,1,5,2.0,24.3,10.79
242.9,34.7,40.9,121.2,0,2,1.8,27.3,22.17
173.0,89.0,49.6,99.9,0,4,1.8,4.6,20.04
556.7,65.8,41.4,97.1,0,5,1.8,22.6,59.41
635.8,68.4,27.6,128.7,0,4,2.0,14.1,64.74
224.8,40.4,44.3,121.2,0,5,2.0,33.8,21.46
226.3,56.1,25.9,106.5,1,4,2.25,-4.1,24.24
473.4,17.7,38.2,128.0,1,5,1.8,-1.0,46.0
53.4,5.3,25.6,118.0,1,3,2.0,-3.5,4.94
664.5,92.7,19.7,106.5,0,5,2.0,8.2,74.41
589.3,8.1,36.0,116.8,1,2,2.2,24.3,50.15
246.6,37.7,35.2,126.4,1,5,2.2,-0.6,25.02
558.0,66.3,42.0,124.7,0,1,1.8,-2.7,55.91
567.5,99.9,43.8,118.5,0,1,2.2,-7.0,60.38
627.3,97.7,22.2,114.2,1,3,2.0,32.9,71.56
250.0,59.5,29.7,107.4,1,3,2.2,38.0,25.24
221.4,69.1,45.4,110.9,0,1,2.25,29.8,21.23
258.7,86.3,30.5,115.5,0,5,2.2,32.8,28.28
439.5,17.2,25.3,97.6,1,4,2.2,-1.3,41.17
639.0,52.7,28.6,93.5,0,4,2.0,36.6,62.06
571.1,37.3,46.0,123.8,0,4,2.25,-6.8,54.49
199.4,10.9,42.1,95.2,1,4,2.25,27.7,17.88
119.8,44.7,35.6,107.7,1,2,1.8,20.4,11.64
92.5,84.9,20.7,123.0,1,2,1.8,10.4,9.99
497.2,86.8,24.4,115.0,0,4,2.2,12.2,53.33
219.1,61.4,37.8,111.8,0,3,1.8,-10.0,22.81
500.6,45.7,20.2,125.0,0,3,2.2,6.8,46.51
357.2,95.4,49.7,114.9,1,3,1.8,9.9,41.36
359.5,14.9,25.1,109.1,1,1,2.25,38.2,30.82
207.6,86.1,48.0,105.5,0,4,2.0,31.1,22.03
698.6,19.1,23.4,111.8,1,2,1.8,33.9,63.51
67.7,54.6,37.8,125.2,1,1,2.2,31.9,6.52
