distance_km,city_share_pct,avg_speed_city,avg_speed_hwy,ac_on,persons_in_car,tire_pressure_bar,outside_temp_c,fuel_used_l
313.4,46.9,46.4,128.4,0,5,2.0,22.8,30.47
663.9,68.9,44.8,91.6,0,4,2.25,4.8,69.81
587.4,70.6,42.2,116.2,1,1,2.2,-3.8,61.35
665.4,33.5,45.9,99.1,1,2,2.2,-8.2,63.01
390.2,18.0,26.8,96.1,0,1,2.0,11.8,31.92
266.1,80.6,40.4,117.3,1,3,2.0,-3.8,29.92
252.8,94.3,41.2,118.7,1,5,2.2,10.4,29.68
478.5,8.5,24.2,115.6,0,5,1.8,10.8,42.08
119.5,66.9,36.4,123.5,0,5,1.8,-9.9,13.03
563.4,84.5,33.5,114.3,1,4,2.2,32.8,63.32
372.1,49.8,44.3,94.4,1,5,2.25,3.0,39.2
527.6,23.7,32.7,116.1,1,3,2.2,29.7,48.25
66.9,67.3,45.9,105.5,1,3,2.25,34.6,6.92
652.0,95.5,33.6,119.3,0,5,2.25,12.2,73.03
228.0,32.8,46.7,106.5,1,4,2.0,9.4,21.67
207.4,16.7,27.6,119.2,0,1,1.8,37.8,17.44
395.9,93.7,21.5,126.4,0,3,2.2,27.5,42.17
555.6,78.5,49.5,127.7,1,4,2.0,18.5,60.97
665.2,39.6,46.5,109.5,1,1,1.8,-2.3,64.75
35.7,48.8,35.5,99.8,0,1,2.2,35.5,3.17
394.5,81.4,36.0,100.7,1,1,2.2,4.6,41.97
678.3,55.6,28.7,100.1,1,3,2.25,22.0,68.11
550.0,54.6,43.3,122.7,1,1,2.25,3.0,54.45
672.5,18.2,18.1,101.2,0,3,1.8,21.3,59.11
44.5,6.9,29.8,115.3,0,1,2.2,22.3,3.59
410.7,59.0,33.8,121.6,0,2,2.2,15.0,39.24
356.1,73.3,26.4,97.8,0,1,2.25,34.2,34.54
598.8,34.0,33.8,112.9,0,2,1.8,-6.1,55.9
406.4,87.0,46.2,116.6,1,1,2.25,1.4,44.07
466.4,38.2,39.4,112.4,0,1,2.2,12.2,41.13
175.4,84.9,36.9,95.1,1,4,2.25,23.2,19.49
513.7,80.0,40.6,85.8,0,3,2.0,27.0,52.92
447.0,17.3,44.8,111.5,0,1,2.0,33.8,36.9
582.8,85.7,39.5,108.6,0,4,1.8,23.1,64.14
218.6,13.1,44.0,113.3,0,4,1.8,35.5,19.17
529.0,89.6,46.3,120.5,0,4,2.0,2.8,58.75
653.2,82.9,28.1,126.7,0,3,2.0,6.9,67.72
145.4,71.4,18.5,113.3,0,3,2.25,13.1,14.6
550.5,76.8,32.4,129.5,1,3,2.25,37.5,59.35
167.1,29.3,26.3,112.1,1,3,2.25,36.5,15.22
599.8,96.0,23.1,98.9,1,2,2.0,22.6,66.41
76.7,76.2,36.2,113.6,0,5,2.25,26.6,8.12
576.1,81.0,30.1,89.9,0,2,2.2,-6.2,60.19
164.4,96.4,35.0,103.6,0,2,1.8,5.6,17.62
125.9,58.0,29.6,85.8,0,1,2.25,-1.9,11.87
661.2,6.6,28.8,113.3,1,4,2.25,-3.8,59.27
171.3,74.5,20.2,105.0,1,1,2.2,3.3,17.99
683.2,15.4,43.4,106.4,0,3,2.0,-7.0,59.57
589.8,87.9,37.0,111.4,1,5,2.0,28.0,68.04
426.5,14.3,25.7,128.1,0,3,1.8,39.2,37.4
673.5,94.7,29.5,85.1,0,3,2.25,-9.0,74.23
351.7,13.6,26.4,110.5,0,4,2.25,-5.2,31.04
209.5,62.5,25.0,127.7,0,5,2.25,-1.7,22.22
133.6,82.9,47.3,106.0,1,3,2.2,24.7,14.47
454.9,82.6,22.4,104.5,1,5,2.25,39.3,52.12
62.5,51.0,23.4,125.8,1,3,2.2,25.6,6.16
355.0,89.7,27.1,119.8,1,3,1.8,19.1,40.64
326.1,19.8,48.8,97.1,1,1,2.0,12.5,28.35
318.8,89.0,42.4,103.6,1,2,2.0,-9.7,35.68
590.5,79.5,37.7,85.3,1,5,2.2,21.8,66.62
202.0,22.9,33.5,114.2,0,2,2.0,25.8,17.17
635.5,29.5,37.3,125.5,1,1,2.25,3.2,58.78
596.2,6.1,40.4,111.1,1,5,2.0,15.4,52.79
551.3,65.2,32.5,103.7,1,3,2.2,26.1,57.27
144.9,18.8,33.0,126.9,1,3,2.25,10.0,13.17
380.9,61.8,44.1,110.3,0,5,1.8,38.9,40.22
115.2,24.5,40.5,91.2,1,3,2.2,2.3,10.96
61.8,32.9,21.1,128.1,1,3,2.2,30.9,6.09
485.4,52.4,49.7,111.6,1,3,2.0,30.1,48.32
91.5,74.1,21.6,100.4,0,3,2.25,17.9,9.17
109.6,68.5,24.7,94.0,1,2,2.0,21.9,11.45
453.2,65.5,24.5,112.0,0,2,2.2,-8.0,45.43
501.4,80.7,44.5,101.2,1,1,2.2,-7.5,53.74
302.5,98.2,19.8,101.3,0,1,2.0,27.2,31.08
80.4,92.8,21.8,113.5,1,3,2.2,3.4,9.07
565.7,20.3,19.5,92.2,1,5,2.0,13.6,52.59
278.0,16.9,44.7,97.0,1,2,2.0,11.1,24.44
315.8,99.6,44.8,127.9,1,5,2.0,23.7,37.88
174.3,32.1,32.4,105.7,1,4,1.8,26.3,17.13
55.1,35.8,21.9,87.7,0,1,2.0,2.1,5.05
12.4,70.9,20.4,111.8,0,5,2.2,-2.8,1.18
31.3,87.4,39.3,125.4,0,3,2.0,19.1,3.53
343.0,97.4,22.5,85.7,1,5,2.25,17.6,40.86
535.8,63.9,29.2,95.8,0,2,1.8,12.5,53.09
447.3,18.7,42.3,94.9,0,2,2.0,34.0,37.98
506.5,89.5,28.7,115.5,0,2,1.8,-9.2,55.56
284.1,90.4,49.0,123.1,0,3,1.8,26.9,30.89
296.4,36.5,35.5,106.6,0,4,2.2,21.4,27.35
467.4,73.0,20.7,103.7,0,5,1.8,-4.3,52.5
681.0,33.7,32.5,122.6,0,3,2.0,-1.8,63.42
77.3,8.8,49.5,118.3,1,2,1.8,25.7,6.46
575.1,76.0,22.8,117.3,0,3,2.0,36.6,58.73
22.2,68.3,47.9,126.0,1,2,2.25,-6.6,2.43
634.2,79.9,20.1,106.4,0,3,2.0,25.7,65.34
240.3,88.8,47.5,104.0,1,4,2.25,25.4,27.5
549.7,91.7,23.3,108.8,1,1,2.0,38.8,58.69
679.7,48.5,42.1,107.6,0,5,2.2,1.2,68.97
694.2,93.2,31.3,118.9,1,2,1.8,5.9,78.04
88.3,50.2,30.2,122.0,0,2,2.2,30.9,7.94
526.9,37.8,23.5,115.2,1,4,2.0,23.9,51.26
523.4,60.5,42.9,122.2,0,2,2.0,-6.8,51.56
553.9,31.4,30.5,92.7,0,1,2.2,30.3,47.77
293.1,25.2,32.5,94.6,0,5,2.2,28.2,26.82
72.2,35.5,25.4,125.3,1,5,2.2,35.7,7.1
566.7,70.4,41.9,114.1,1,3,2.0,38.9,59.4
70.9,64.4,40.1,118.4,1,3,1.8,28.6,7.28
694.5,68.0,35.4,122.9,0,1,2.0,37.4,66.1
663.8,39.1,30.7,115.0,1,3,2.2,26.8,63.71
127.9,54.4,21.3,105.9,1,4,2.25,18.4,12.9
536.5,70.1,48.8,124.2,0,3,2.0,-3.1,55.2
637.1,14.2,37.7,88.3,1,5,1.8,19.1,59.72
220.6,77.2,42.5,116.0,1,1,2.25,10.9,22.52
561.5,73.4,48.5,86.2,1,4,1.8,17.4,62.51
377.5,81.5,36.9,118.4,1,5,2.25,31.4,43.19
542.1,78.4,44.7,126.4,1,1,2.0,-5.3,57.54
634.2,26.9,48.9,94.0,0,1,2.25,15.5,53.85
255.8,57.5,48.3,113.9,0,3,2.0,-9.7,25.52
263.0,33.7,23.2,104.6,0,2,2.25,-8.0,23.94
205.3,93.5,23.5,89.4,1,2,2.25,23.2,22.28
416.5,16.0,30.4,113.9,1,1,1.8,-7.9,37.84
43.4,43.9,26.9,113.2,0,4,2.2,-5.7,4.48
330.2,82.6,28.6,94.7,1,2,2.25,13.1,35.16
598.4,13.4,33.4,118.8,1,4,2.2,12.2,53.19
104.1,6.7,46.4,88.0,1,4,2.25,18.0,9.16
372.8,25.0,43.3,88.3,0,2,2.0,-9.4,33.03
10.7,70.7,27.6,104.3,1,5,1.8,27.8,1.08
487.1,33.0,36.0,106.0,1,5,2.25,13.5,47.24
387.9,91.5,29.3,129.1,0,3,2.0,-8.1,42.45
564.9,33.7,21.7,127.9,0,2,2.0,30.8,49.62
267.3,69.6,24.6,87.8,0,4,2.0,-7.2,28.04
136.2,59.8,36.0,88.0,0,1,1.8,4.9,13.38
135.6,73.3,37.4,111.1,1,3,1.8,-4.5,15.18
312.2,96.4,23.4,117.8,1,5,1.8,6.8,37.71
651.5,61.1,43.8,109.7,1,3,2.25,-3.2,68.91
682.9,53.4,25.9,117.0,0,2,2.25,33.8,63.9
489.1,37.3,42.9,116.3,0,4,1.8,10.5,46.62
622.9,40.5,25.7,128.7,0,4,1.8,27.1,59.88
590.6,37.4,43.5,98.1,1,3,1.8,-9.6,59.54
560.0,46.6,48.4,126.6,0,1,1.8,27.6,51.53
202.5,53.1,29.0,116.5,0,1,2.0,23.0,18.2
502.6,47.5,18.0,107.2,0,4,2.0,20.8,48.04
227.4,13.2,29.0,112.6,1,3,2.2,-4.8,20.74
52.8,55.7,27.6,95.6,0,4,1.8,7.0,5.1
687.3,23.8,36.6,104.9,1,4,1.8,-1.1,67.58
421.6,17.1,20.4,105.3,0,1,2.25,34.2,34.75
482.0,93.1,46.3,87.1,0,3,2.25,16.0,51.53
127.8,36.8,31.6,125.5,0,5,2.25,14.4,12.0
35.5,83.7,38.2,105.3,0,5,2.0,33.7,3.72
681.3,67.6,19.8,99.2,1,1,2.0,6.5,68.05
655.8,18.6,44.3,127.7,1,2,1.8,31.7,59.0
359.7,79.1,49.3,120.5,1,2,1.8,33.2,39.06
147.6,63.1,49.4,107.7,1,1,2.2,2.1,14.95
440.9,48.3,43.8,104.4,1,1,2.2,-1.9,42.87
152.6,68.4,40.9,110.0,0,1,2.0,19.1,14.53
542.2,92.4,19.0,123.1,1,3,2.2,-6.7,62.67
691.9,62.1,27.3,97.3,1,1,2.2,2.2,69.94
272.9,30.5,20.6,103.7,1,3,2.2,29.1,25.45
418.1,57.3,23.0,101.7,0,3,2.0,-1.1,41.84
260.5,31.0,35.2,108.1,1,4,2.0,35.1,24.7
152.2,30.9,39.9,93.3,0,2,2.25,-2.3,13.83
604.9,97.7,25.5,115.8,1,5,2.2,31.1,71.87
418.7,19.1,24.7,114.9,1,4,2.2,13.9,38.31
55.6,60.7,28.2,109.9,1,3,2.0,31.9,5.5
157.7,94.5,43.2,88.5,0,4,2.25,5.6,17.04
405.8,50.2,20.9,107.8,1,1,2.2,30.4,38.48
309.1,34.0,33.9,97.6,1,2,2.0,23.6,28.63
353.2,63.1,48.8,121.3,1,2,2.2,31.3,35.86
206.8,39.7,32.7,88.4,0,4,2.2,-10.0,19.74
500.7,99.5,25.8,120.2,1,5,1.8,16.1,61.6
147.0,8.5,24.5,105.5,1,5,2.2,35.3,13.05
152.5,88.8,30.6,107.7,0,5,2.25,32.5,17.12
380.9,41.9,48.3,87.3,1,1,2.2,26.2,35.24
38.7,49.3,40.7,95.2,1,4,2.2,17.2,3.96
88.3,75.8,38.7,106.6,0,3,1.8,26.0,8.96
107.1,22.2,40.1,124.8,1,4,2.2,5.4,10.09
105.0,22.9,46.0,105.4,0,1,1.8,17.7,9.09
594.2,24.1,19.4,98.6,1,1,2.0,12.6,52.32
477.0,30.9,25.5,89.2,1,4,2.2,22.8,45.07
561.4,79.1,30.8,96.5,1,3,2.2,4.2,62.4
149.5,99.3,48.5,115.2,1,5,2.2,33.8,18.14
437.7,83.9,25.1,128.4,1,5,2.2,16.2,50.01
648.3,62.0,38.2,85.1,1,2,2.25,0.0,66.96
130.1,94.8,30.4,99.9,0,4,2.0,10.6,14.14
684.0,48.3,22.5,95.4,0,5,2.0,3.2,69.25
197.2,94.3,39.6,102.1,0,3,2.25,-6.3,21.46
304.4,69.5,47.3,128.0,0,5,2.25,13.7,31.86
430.4,68.0,42.9,102.7,0,5,1.8,10.7,45.86
416.7,9.7,21.9,92.1,0,1,2.0,7.4,33.66
484.2,89.5,24.0,114.1,0,2,2.0,-5.3,51.28
517.0,64.0,21.6,104.5,1,1,2.0,28.9,51.41
139.0,86.7,28.9,125.6,0,5,2.2,17.8,15.25
454.2,90.4,45.7,121.2,0,1,2.2,-8.1,47.51
326.6,25.6,41.2,119.7,1,3,1.8,14.8,30.69
144.3,69.0,42.3,112.7,1,5,2.0,16.0,15.81
617.8,72.0,44.6,111.2,0,4,1.8,31.0,65.21
32.3,18.5,36.0,124.9,0,4,1.8,7.0,3.07
118.8,58.4,25.9,101.1,1,1,2.0,4.8,12.0
257.1,43.9,33.7,99.8,0,5,2.0,9.4,24.68
210.9,32.0,40.8,124.0,1,2,2.0,7.0,19.31
543.5,74.8,44.5,99.7,0,2,2.2,-1.6,55.62
314.6,75.5,22.9,123.9,0,4,1.8,7.6,33.59
549.8,23.0,20.2,99.4,1,2,2.0,34.5,48.78
598.2,49.2,43.1,118.4,1,3,2.2,-6.3,60.9
623.7,93.3,43.3,105.4,1,2,2.25,12.1,68.16
291.2,39.2,32.9,129.9,1,2,2.0,24.8,27.25
302.5,34.4,26.0,103.7,1,4,1.8,23.9,29.92
643.1,74.4,21.6,115.6,1,4,1.8,5.7,71.59
163.5,32.0,36.7,128.6,1,2,2.25,18.6,15.24
316.6,59.6,46.7,102.1,0,4,1.8,15.3,32.06
282.2,17.2,44.3,104.3,1,3,1.8,11.8,25.77
48.9,20.8,38.6,123.8,0,2,2.25,34.6,3.9
128.3,65.0,31.0,105.2,1,4,2.2,-1.6,14.03
670.6,11.3,18.2,109.4,0,4,2.2,36.6,57.36
317.0,52.5,32.8,104.7,0,1,2.2,12.8,28.73
28.0,74.7,28.4,113.6,1,4,2.25,28.7,3.19
686.1,17.4,33.4,117.9,1,5,1.8,36.9,64.94
376.3,45.4,39.4,100.0,1,4,2.25,-0.1,38.72
244.2,46.2,36.5,119.6,1,2,2.25,8.9,23.13
304.5,52.6,35.1,122.2,1,4,2.0,13.7,30.78
336.5,56.6,38.3,128.8,1,3,1.8,36.1,34.72
497.5,41.7,40.7,100.9,0,5,2.25,27.8,48.04
380.0,24.7,37.1,124.9,0,3,2.2,29.2,33.13
181.4,77.5,33.5,110.8,1,3,2.25,17.8,19.48
688.5,12.8,32.3,116.1,0,1,2.2,11.4,55.75
585.5,56.3,42.8,103.5,0,2,2.0,-9.4,56.82
617.5,89.9,27.1,99.7,1,3,2.25,-5.7,70.89
679.1,19.5,48.9,110.1,1,4,1.8,32.7,63.99
50.2,42.9,25.2,128.4,0,1,2.0,-5.6,4.62
157.1,99.0,45.6,88.3,1,4,2.0,-7.6,18.61
492.1,21.2,19.0,98.3,0,2,1.8,34.7,42.81
515.6,75.2,45.5,128.2,1,5,2.2,7.8,57.29
381.4,48.3,41.3,91.3,0,2,1.8,33.1,36.27
185.6,85.2,33.1,86.3,0,1,2.25,26.7,18.17
223.2,88.8,27.8,112.8,0,2,2.0,9.8,23.01
296.6,75.6,48.0,113.3,1,2,2.25,19.7,30.81
130.4,79.6,34.6,89.2,1,1,2.25,-7.8,14.02
35.5,11.5,30.4,97.5,0,2,2.2,-3.0,3.14
31.6,56.3,38.8,108.3,0,4,2.0,-2.8,3.08
372.3,12.0,40.5,102.6,0,2,2.0,30.3,30.82
595.4,51.2,46.5,104.5,1,1,1.8,-5.8,60.24
407.3,16.0,27.9,103.0,0,2,1.8,0.4,36.01
215.3,72.1,28.7,104.4,0,1,2.25,32.3,20.83
540.3,98.3,45.0,102.4,1,4,2.25,-6.2,64.91
51.9,99.5,31.4,111.0,0,4,1.8,34.2,5.87
70.1,92.2,18.9,117.7,0,4,2.25,34.8,7.57
464.4,88.3,25.5,101.0,1,3,1.8,10.2,52.86
358.9,86.6,32.6,116.9,1,3,2.2,0.8,41.05
564.2,21.5,38.5,115.0,0,5,1.8,23.2,52.49
540.6,22.5,23.9,98.0,0,2,1.8,30.2,47.24
372.1,25.8,41.0,107.4,1,2,2.2,39.6,33.62
672.6,32.9,23.2,95.0,1,1,1.8,6.8,62.52
448.1,44.1,43.8,121.3,1,4,2.2,39.2,44.47
33.3,35.2,20.0,128.5,1,5,1.8,1.6,3.35
473.4,8.9,21.4,110.2,1,3,2.0,36.7,40.97
204.3,25.1,19.7,115.0,0,5,2.2,31.7,18.58
247.0,15.9,24.1,86.0,1,2,2.25,31.6,21.71
402.8,35.7,38.7,93.6,1,4,1.8,30.0,40.18
545.3,17.0,42.9,108.9,1,3,1.8,-5.6,51.44
616.4,80.0,20.8,102.7,1,4,2.0,-2.9,70.19
478.3,32.8,46.7,114.1,1,1,2.0,25.6,42.88
468.9,63.3,25.2,124.9,1,1,1.8,14.9,47.4
581.5,66.9,42.5,115.4,0,1,2.2,13.3,55.26
46.5,74.9,28.3,122.6,0,1,2.25,26.5,4.79
